Award ID,Generated Award ID,Award Category,Transaction Count,Latest Modification Number,First Action Type,First Action Type Description,First Action Date,Latest Action Type,Latest Action Type Description,Latest Action Date,Action Code Termination Modification,Action Code Termination Date,Closeout Modification Number,Closeout Action Date,Last Checked Date
80JSC026P0010,CONT_AWD_80JSC026P0010_8000_-NONE-_-NONE-,contract,3,P00002,,,2026-06-17,N,LEGAL CONTRACT CANCELLATION,2026-08-11,,,,,2026-08-16
80KSC019C0013,CONT_AWD_80KSC019C0013_8000_-NONE-_-NONE-,contract,181,P00180,,,2019-06-25,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2026-05-06,P00180,2026-05-06,,,2026-08-16
80KSC019F0128,CONT_AWD_80KSC019F0128_8000_80KSC019D0012_8000,contract,11,P00010,,,2019-04-26,M,OTHER ADMINISTRATIVE ACTION,2025-04-17,,,,,2026-08-16
80KSC020C0012,CONT_AWD_80KSC020C0012_8000_-NONE-_-NONE-,contract,33,P00032,,,2020-03-25,M,OTHER ADMINISTRATIVE ACTION,2026-06-15,,,,,2026-07-31
80KSC020D0016,CONT_IDV_80KSC020D0016_8000,idv,8,P00007,C,FUNDING ONLY ACTION,2020-09-25,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00007,2025-04-08,,,2026-08-16
80KSC020D0018,CONT_IDV_80KSC020D0018_8000,idv,10,P00009,,,2020-09-25,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00009,2025-04-08,,,2026-08-16
80KSC020F0042,CONT_AWD_80KSC020F0042_8000_80KSC019D0011_8000,contract,11,P00010,,,2020-06-22,K,CLOSE OUT,2026-05-19,,,P00010,2026-05-19,2026-08-16
80KSC020F0077,CONT_AWD_80KSC020F0077_8000_GS00F373GA_4732,contract,9,P00008,,,2020-07-13,M,OTHER ADMINISTRATIVE ACTION,2025-04-22,,,,,2026-08-16
80KSC020F0179,CONT_AWD_80KSC020F0179_8000_GS00P15BSD1124_4740,contract,47,P00046,,,2019-10-08,C,FUNDING ONLY ACTION,2025-09-05,,,,,2026-08-16
80KSC021A0007,CONT_IDV_80KSC021A0007_8000,idv,7,P00006,,,2021-05-07,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-21,P00006,2025-03-21,,,2026-08-16
80KSC024F0043,CONT_AWD_80KSC024F0043_8000_80KSC021A0007_8000,contract,5,P00004,,,2024-07-11,M,OTHER ADMINISTRATIVE ACTION,2025-04-10,,,,,2026-08-16
80KSC024F0044,CONT_AWD_80KSC024F0044_8000_80KSC021A0007_8000,contract,3,P00002,,,2024-07-11,M,OTHER ADMINISTRATIVE ACTION,2025-04-10,,,,,2026-08-16
80KSC024F0045,CONT_AWD_80KSC024F0045_8000_80KSC021A0007_8000,contract,3,P00002,,,2024-07-11,M,OTHER ADMINISTRATIVE ACTION,2025-04-22,,,,,2026-08-16
80KSC025FA049,CONT_AWD_80KSC025FA049_8000_80KSC022DA114_8000,contract,3,P00002,,,2025-06-02,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,2026-07-06,,,,,2026-08-16
80LARC17C0001,CONT_AWD_80LARC17C0001_8000_-NONE-_-NONE-,contract,33,P00032,C,FUNDING ONLY ACTION,2017-06-22,C,FUNDING ONLY ACTION,2025-09-02,,,,,2026-07-31
80LARC19F0127,CONT_AWD_80LARC19F0127_8000_80LARC18C0003_8000,contract,4,P00003,,,2019-09-06,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2023-11-29,P00003,2023-11-29,,,2026-07-31
80LARC21F0083,CONT_AWD_80LARC21F0083_8000_80LARC20D0007_8000,contract,8,P00007,,,2021-03-17,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,2025-08-04,,,,,2026-08-16
80LARC21F0153,CONT_AWD_80LARC21F0153_8000_80LARC20D0007_8000,contract,8,P00007,,,2021-09-10,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,2025-09-22,,,,,2026-08-16
80LARC22FA010,CONT_AWD_80LARC22FA010_8000_80LARC21AA012_8000,contract,3,P00002,,,2022-04-19,M,OTHER ADMINISTRATIVE ACTION,2022-05-27,P00001,2022-05-24,,,2026-07-31
80LARC24F0039,CONT_AWD_80LARC24F0039_8000_80GSFC19D0011_8000,contract,3,P00002,,,2024-09-27,M,OTHER ADMINISTRATIVE ACTION,2026-03-17,P00001,2025-04-15,,,2026-08-16
80LARC25C0002,CONT_AWD_80LARC25C0002_8000_-NONE-_-NONE-,contract,5,P00004,,,2025-09-26,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,2026-05-01,,,,,2026-08-16
80LARC25F7003,CONT_AWD_80LARC25F7003_8000_80GSFC19D0011_8000,contract,3,P00002,,,2024-12-13,M,OTHER ADMINISTRATIVE ACTION,2026-03-17,P00001,2025-04-15,,,2026-08-16
80LARC25F7010,CONT_AWD_80LARC25F7010_8000_80LARC18C0001_8000,contract,6,P00005,,,2024-11-06,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,2026-05-21,,,,,2026-08-16
80LARC25F7011,CONT_AWD_80LARC25F7011_8000_80LARC20D0007_8000,contract,4,P00003,,,2024-11-19,M,OTHER ADMINISTRATIVE ACTION,2025-04-08,,,,,2026-08-16
80LARC25P0002,CONT_AWD_80LARC25P0002_8000_-NONE-_-NONE-,contract,2,P00001,,,2025-09-18,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,2025-12-04,,,,,2026-08-16
80LARC26F7025,CONT_AWD_80LARC26F7025_8000_80GSFC19D0011_8000,contract,1,0,,,2026-05-12,,,2026-05-12,,,,,2026-08-05
80MSFC19C0042,CONT_AWD_80MSFC19C0042_8000_-NONE-_-NONE-,contract,47,P00046,,,2019-09-05,C,FUNDING ONLY ACTION,2026-07-23,,,,,2026-08-16
80MSFC20C0050,CONT_AWD_80MSFC20C0050_8000_-NONE-_-NONE-,contract,13,P00012,,,2020-09-11,M,OTHER ADMINISTRATIVE ACTION,2025-04-28,,,,,2026-08-16
80MSFC21C0010,CONT_AWD_80MSFC21C0010_8000_-NONE-_-NONE-,contract,44,P00043,,,2021-03-04,C,FUNDING ONLY ACTION,2026-07-14,P00042,2025-09-30,,,2026-08-16
80MSFC21CA001,CONT_AWD_80MSFC21CA001_8000_-NONE-_-NONE-,contract,20,P00019,,,2021-08-19,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2026-04-03,P00019,2026-04-03,,,2026-08-16
80MSFC22CA005,CONT_AWD_80MSFC22CA005_8000_-NONE-_-NONE-,contract,33,P00032,,,2022-03-01,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-09-30,P00032,2025-09-30,,,2026-08-16
80MSFC22F0153,CONT_AWD_80MSFC22F0153_8000_80MSFC20D0004_8000,contract,6,P00005,,,2022-07-15,C,FUNDING ONLY ACTION,2025-09-25,,,,,2026-08-16
80MSFC24CA008,CONT_AWD_80MSFC24CA008_8000_-NONE-_-NONE-,contract,13,P00012,,,2024-09-10,C,FUNDING ONLY ACTION,2026-08-11,,,,,2026-08-16
80MSFC24F0067,CONT_AWD_80MSFC24F0067_8000_80MSFC20D0004_8000,contract,4,P00003,,,2024-03-22,M,OTHER ADMINISTRATIVE ACTION,2025-04-21,,,,,2026-08-16
80NM0018F0566,CONT_AWD_80NM0018F0566_8000_80NM0018D0004_8000,contract,30,P00029,,,2018-07-20,M,OTHER ADMINISTRATIVE ACTION,2026-05-01,P00028,2026-04-30,,,2026-08-16
80NM0018F0669,CONT_AWD_80NM0018F0669_8000_80NM0018D0004_8000,contract,8,P00007,,,2018-07-27,M,OTHER ADMINISTRATIVE ACTION,2025-04-07,,,,,2026-08-16
80NM0019F0075,CONT_AWD_80NM0019F0075_8000_80NM0018D0004_8000,contract,10,P00009,,,2019-08-02,M,OTHER ADMINISTRATIVE ACTION,2026-06-17,P00007,2025-06-25,,,2026-08-16
80NM0022F0008,CONT_AWD_80NM0022F0008_8000_80NM0018D0004_8000,contract,14,P00013,,,2021-12-15,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,2025-06-10,,,,,2026-08-16
80NM0024F0047,CONT_AWD_80NM0024F0047_8000_80NM0018D0004_8000,contract,5,P00004,,,2024-09-25,M,OTHER ADMINISTRATIVE ACTION,2026-04-13,P00003,2026-04-06,,,2026-08-16
80NSSC19K0326,ASST_NON_80NSSC19K0326_080,assistance,21,P00020,A,NEW,2019-04-02,B,CONTINUATION,2025-09-09,,,,,2026-08-16
80NSSC19K0748,ASST_NON_80NSSC19K0748_080,assistance,7,P00006,A,NEW,2019-07-02,B,CONTINUATION,2025-05-14,,,,,2026-08-16
80NSSC19K1666,ASST_NON_80NSSC19K1666_080,assistance,4,P00003,A,NEW,2019-09-27,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-05,,,P00003,2025-08-05,2026-08-16
80NSSC20K0737,ASST_NON_80NSSC20K0737_080,assistance,8,P00007,A,NEW,2020-03-24,D,ADJUSTMENT TO COMPLETED PROJECT,2025-01-23,,,P00007,2025-01-23,2026-07-31
80NSSC20K1485,ASST_NON_80NSSC20K1485_080,assistance,6,P00005,A,NEW,2020-09-25,D,ADJUSTMENT TO COMPLETED PROJECT,2025-05-13,,,P00005,2025-05-13,2026-08-16
80NSSC20P1795,CONT_AWD_80NSSC20P1795_8000_-NONE-_-NONE-,contract,7,P00008,,,2020-08-23,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00008,2025-04-08,,,2026-08-16
80NSSC21K0418,ASST_NON_80NSSC21K0418_080,assistance,8,P00007,A,NEW,2021-01-21,D,ADJUSTMENT TO COMPLETED PROJECT,2025-12-09,,,P00007,2025-12-09,2026-07-31
80NSSC21K0446,ASST_NON_80NSSC21K0446_080,assistance,15,P00014,A,NEW,2021-03-03,D,ADJUSTMENT TO COMPLETED PROJECT,2026-06-10,,,P00014,2026-06-10,2026-08-16
80NSSC21K0620,ASST_NON_80NSSC21K0620_080,assistance,6,P00005,A,NEW,2021-03-03,D,ADJUSTMENT TO COMPLETED PROJECT,2026-02-12,,,P00005,2026-02-12,2026-08-16
80NSSC21K1069,ASST_NON_80NSSC21K1069_080,assistance,6,P00005,A,NEW,2021-08-26,D,ADJUSTMENT TO COMPLETED PROJECT,2026-06-16,,,P00005,2026-06-16,2026-07-31
80NSSC21K1112,ASST_NON_80NSSC21K1112_080,assistance,9,P00008,A,NEW,2021-08-23,D,ADJUSTMENT TO COMPLETED PROJECT,2025-04-22,,,P00008,2025-04-22,2026-08-16
80NSSC21K1248,ASST_NON_80NSSC21K1248_080,assistance,8,P00007,A,NEW,2021-07-09,D,ADJUSTMENT TO COMPLETED PROJECT,2025-12-01,,,P00007,2025-12-01,2026-07-31
80NSSC21K1255,ASST_NON_80NSSC21K1255_080,assistance,7,P00006,A,NEW,2021-07-07,D,ADJUSTMENT TO COMPLETED PROJECT,2025-07-21,,,P00006,2025-07-21,2026-07-31
80NSSC21K1267,ASST_NON_80NSSC21K1267_080,assistance,6,P00005,A,NEW,2021-07-16,D,ADJUSTMENT TO COMPLETED PROJECT,2025-04-01,,,P00005,2025-04-01,2026-07-31
80NSSC21K1274,ASST_NON_80NSSC21K1274_080,assistance,6,P00005,A,NEW,2021-07-15,D,ADJUSTMENT TO COMPLETED PROJECT,2025-05-01,,,P00005,2025-05-01,2026-07-31
80NSSC21K1278,ASST_NON_80NSSC21K1278_080,assistance,7,P00006,A,NEW,2021-07-15,D,ADJUSTMENT TO COMPLETED PROJECT,2026-02-12,,,P00006,2026-02-12,2026-08-16
80NSSC21K1280,ASST_NON_80NSSC21K1280_080,assistance,7,P00006,A,NEW,2021-07-15,D,ADJUSTMENT TO COMPLETED PROJECT,2025-07-08,,,P00006,2025-07-08,2026-07-31
80NSSC21K1281,ASST_NON_80NSSC21K1281_080,assistance,6,P00005,A,NEW,2021-07-15,D,ADJUSTMENT TO COMPLETED PROJECT,2026-02-12,,,P00005,2026-02-12,2026-08-16
80NSSC21K1284,ASST_NON_80NSSC21K1284_080,assistance,6,P00005,A,NEW,2021-07-16,D,ADJUSTMENT TO COMPLETED PROJECT,2025-04-28,,,P00005,2025-04-28,2026-07-31
80NSSC21K1288,ASST_NON_80NSSC21K1288_080,assistance,7,P00006,A,NEW,2021-07-14,B,CONTINUATION,2025-08-12,,,,,2026-08-16
80NSSC21K1301,ASST_NON_80NSSC21K1301_080,assistance,8,P00007,A,NEW,2021-07-15,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-26,,,P00007,2025-09-26,2026-07-31
80NSSC21K1443,ASST_NON_80NSSC21K1443_080,assistance,7,P00006,A,NEW,2021-08-21,D,ADJUSTMENT TO COMPLETED PROJECT,2026-07-06,,,P00006,2026-07-06,2026-08-16
80NSSC21K1488,ASST_NON_80NSSC21K1488_080,assistance,6,P00005,A,NEW,2021-09-02,D,ADJUSTMENT TO COMPLETED PROJECT,2025-06-17,,,P00005,2025-06-17,2026-08-16
80NSSC21K1667,ASST_NON_80NSSC21K1667_080,assistance,10,P00009,A,NEW,2021-08-11,D,ADJUSTMENT TO COMPLETED PROJECT,2025-12-19,,,P00009,2025-12-19,2026-08-16
80NSSC21K1957,ASST_NON_80NSSC21K1957_080,assistance,7,P00006,A,NEW,2021-09-29,B,CONTINUATION,2026-06-09,,,,,2026-07-31
80NSSC21M0002,ASST_NON_80NSSC21M0002_080,assistance,14,P00013,A,NEW,2020-12-04,B,CONTINUATION,2026-06-24,,,,,2026-07-31
80NSSC21M0003,ASST_NON_80NSSC21M0003_080,assistance,12,P00011,A,NEW,2020-11-16,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-27,,,P00011,2025-08-27,2026-08-16
80NSSC21M0005,ASST_NON_80NSSC21M0005_080,assistance,9,P00008,A,NEW,2020-12-01,D,ADJUSTMENT TO COMPLETED PROJECT,2025-07-22,,,P00008,2025-07-22,2026-08-16
80NSSC21P1879,CONT_AWD_80NSSC21P1879_8000_-NONE-_-NONE-,contract,11,P00010,,,2020-10-07,M,OTHER ADMINISTRATIVE ACTION,2025-07-18,,,,,2026-07-31
80NSSC22K0223,ASST_NON_80NSSC22K0223_080,assistance,7,P00006,A,NEW,2022-02-01,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-27,,,P00006,2025-08-27,2026-08-16
80NSSC22K0532,ASST_NON_80NSSC22K0532_080,assistance,5,P00004,A,NEW,2022-02-09,D,ADJUSTMENT TO COMPLETED PROJECT,2025-01-23,,,P00004,2025-01-23,2026-07-31
80NSSC22K0668,ASST_NON_80NSSC22K0668_080,assistance,6,P00005,A,NEW,2022-03-08,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-09,,,P00005,2025-09-09,2026-08-16
80NSSC22K0674,ASST_NON_80NSSC22K0674_080,assistance,4,P00003,A,NEW,2022-04-11,D,ADJUSTMENT TO COMPLETED PROJECT,2025-04-22,,,P00003,2025-04-22,2026-08-16
80NSSC22K0999,ASST_NON_80NSSC22K0999_080,assistance,9,P00008,A,NEW,2022-07-01,B,CONTINUATION,2026-04-30,,,,,2026-07-31
80NSSC22K1051,ASST_NON_80NSSC22K1051_080,assistance,5,P00004,A,NEW,2022-06-07,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-18,,,P00004,2026-03-18,2026-08-16
80NSSC22K1174,ASST_NON_80NSSC22K1174_080,assistance,5,P00004,A,NEW,2022-07-07,D,ADJUSTMENT TO COMPLETED PROJECT,2026-07-13,,,P00004,2026-07-13,2026-08-16
80NSSC22K1186,ASST_NON_80NSSC22K1186_080,assistance,5,P00004,A,NEW,2022-07-14,D,ADJUSTMENT TO COMPLETED PROJECT,2026-04-30,,,P00004,2026-04-30,2026-08-16
80NSSC22K1191,ASST_NON_80NSSC22K1191_080,assistance,5,P00004,A,NEW,2022-07-14,D,ADJUSTMENT TO COMPLETED PROJECT,2026-07-13,,,P00004,2026-07-13,2026-07-31
80NSSC22K1201,ASST_NON_80NSSC22K1201_080,assistance,5,P00004,A,NEW,2022-07-14,D,ADJUSTMENT TO COMPLETED PROJECT,2026-07-01,,,P00004,2026-07-01,2026-08-16
80NSSC22K1414,ASST_NON_80NSSC22K1414_080,assistance,5,P00004,A,NEW,2022-08-16,D,ADJUSTMENT TO COMPLETED PROJECT,2025-02-10,,,P00004,2025-02-10,2026-08-16
80NSSC22K1658,ASST_NON_80NSSC22K1658_080,assistance,4,P00003,A,NEW,2022-09-21,B,CONTINUATION,2025-03-21,,,,,2026-08-16
80NSSC22K1673,ASST_NON_80NSSC22K1673_080,assistance,4,P00003,A,NEW,2022-08-19,B,CONTINUATION,2025-03-21,,,,,2026-08-16
80NSSC22K1675,ASST_NON_80NSSC22K1675_080,assistance,4,P00003,A,NEW,2022-09-01,B,CONTINUATION,2025-03-21,,,,,2026-08-16
80NSSC22K1681,ASST_NON_80NSSC22K1681_080,assistance,6,P00005,A,NEW,2022-09-07,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-10,,,P00005,2025-09-10,2026-08-16
80NSSC22M0122,ASST_NON_80NSSC22M0122_080,assistance,7,P00006,A,NEW,2022-08-11,B,CONTINUATION,2025-09-23,,,,,2026-07-31
80NSSC22PA482,CONT_AWD_80NSSC22PA482_8000_-NONE-_-NONE-,contract,7,P00006,,,2022-04-08,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00006,2025-04-08,,,2026-08-16
80NSSC22PB703,CONT_AWD_80NSSC22PB703_8000_-NONE-_-NONE-,contract,4,P00003,,,2022-08-02,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-24,P00003,2025-03-24,,,2026-08-16
80NSSC23AA019,CONT_IDV_80NSSC23AA019_8000,idv,2,P00001,,,2023-06-30,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-18,P00001,2025-03-18,,,2026-08-16
80NSSC23F0002,CONT_AWD_80NSSC23F0002_8000_NNG15SD22B_8000,contract,2,P00001,,,2022-10-06,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-21,P00001,2025-04-21,,,2026-08-16
80NSSC23FA107,CONT_AWD_80NSSC23FA107_8000_80NSSC22DA010_8000,contract,94,P00092,,,2022-12-16,C,FUNDING ONLY ACTION,2026-08-05,,,,,2026-08-16
80NSSC23FA267,CONT_AWD_80NSSC23FA267_8000_80NSSC23AA003_8000,contract,7,P00006,,,2023-03-28,G,EXERCISE AN OPTION,2026-03-31,,,,,2026-08-16
80NSSC23FA279,CONT_AWD_80NSSC23FA279_8000_GS10F0331M_4730,contract,4,P00003,,,2023-03-07,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-02-20,P00003,2025-02-20,,,2026-08-16
80NSSC23FA528,CONT_AWD_80NSSC23FA528_8000_80NSSC23DA001_8000,contract,8,P00007,,,2023-06-13,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-23,P00007,2025-04-23,,,2026-08-16
80NSSC23FB052,CONT_AWD_80NSSC23FB052_8000_80NSSC23DA002_8000,contract,18,P00017,,,2023-09-07,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2026-02-10,P00017,2026-02-10,,,2026-08-16
80NSSC23K0028,ASST_NON_80NSSC23K0028_080,assistance,4,P00003,A,NEW,2022-10-17,D,ADJUSTMENT TO COMPLETED PROJECT,2026-06-03,,,P00003,2026-06-03,2026-08-16
80NSSC23K0033,ASST_NON_80NSSC23K0033_080,assistance,4,P00003,A,NEW,2022-10-20,D,ADJUSTMENT TO COMPLETED PROJECT,2025-02-19,,,P00003,2025-02-19,2026-08-16
80NSSC23K0037,ASST_NON_80NSSC23K0037_080,assistance,5,P00004,A,NEW,2022-10-27,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-03,,,P00004,2026-03-03,2026-08-16
80NSSC23K0183,ASST_NON_80NSSC23K0183_080,assistance,3,P00002,A,NEW,2023-01-06,D,ADJUSTMENT TO COMPLETED PROJECT,2025-12-05,,,P00002,2025-12-05,2026-07-31
80NSSC23K0241,ASST_NON_80NSSC23K0241_080,assistance,5,P00004,A,NEW,2022-12-13,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-10,,,P00004,2026-03-10,2026-08-16
80NSSC23K0309,ASST_NON_80NSSC23K0309_080,assistance,7,P00006,A,NEW,2023-01-06,B,CONTINUATION,2025-12-29,,,P00002,2023-09-24,2026-07-31
80NSSC23K0466,ASST_NON_80NSSC23K0466_080,assistance,2,P00001,A,NEW,2023-05-01,D,ADJUSTMENT TO COMPLETED PROJECT,2025-03-04,,,P00001,2025-03-04,2026-08-16
80NSSC23K0584,ASST_NON_80NSSC23K0584_080,assistance,5,P00004,A,NEW,2023-03-08,D,ADJUSTMENT TO COMPLETED PROJECT,2026-01-06,,,P00004,2026-01-06,2026-08-16
80NSSC23K0600,ASST_NON_80NSSC23K0600_080,assistance,2,P00001,A,NEW,2023-04-13,D,ADJUSTMENT TO COMPLETED PROJECT,2026-02-02,,,P00001,2026-02-02,2026-08-16
80NSSC23K0787,ASST_NON_80NSSC23K0787_080,assistance,3,P00002,A,NEW,2023-04-25,D,ADJUSTMENT TO COMPLETED PROJECT,2025-02-25,,,P00002,2025-02-25,2026-08-16
80NSSC23K0815,ASST_NON_80NSSC23K0815_080,assistance,9,P00008,A,NEW,2023-06-02,B,CONTINUATION,2026-04-30,,,,,2026-07-31
80NSSC23K0833,ASST_NON_80NSSC23K0833_080,assistance,2,P00001,A,NEW,2023-05-17,D,ADJUSTMENT TO COMPLETED PROJECT,2025-05-06,,,P00001,2025-05-06,2026-08-16
80NSSC23K0935,ASST_NON_80NSSC23K0935_080,assistance,3,P00002,A,NEW,2023-06-15,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-26,,,P00002,2025-08-26,2026-08-16
80NSSC23K0983,ASST_NON_80NSSC23K0983_080,assistance,6,P00005,A,NEW,2023-06-29,B,CONTINUATION,2026-05-27,,,,,2026-07-31
80NSSC23K1055,ASST_NON_80NSSC23K1055_080,assistance,5,P00004,A,NEW,2023-06-28,D,ADJUSTMENT TO COMPLETED PROJECT,2026-02-17,,,P00004,2026-02-17,2026-08-16
80NSSC23K1058,ASST_NON_80NSSC23K1058_080,assistance,6,P00005,A,NEW,2023-07-26,B,CONTINUATION,2025-11-26,,,P00003,2025-05-27,2026-08-16
80NSSC23K1064,ASST_NON_80NSSC23K1064_080,assistance,4,P00003,A,NEW,2023-07-07,D,ADJUSTMENT TO COMPLETED PROJECT,2026-02-02,,,P00003,2026-02-02,2026-08-16
80NSSC23K1130,ASST_NON_80NSSC23K1130_080,assistance,7,P00006,A,NEW,2023-07-03,D,ADJUSTMENT TO COMPLETED PROJECT,2026-06-25,,,P00006,2026-06-25,2026-07-31
80NSSC23K1164,ASST_NON_80NSSC23K1164_080,assistance,4,P00003,A,NEW,2023-08-22,D,ADJUSTMENT TO COMPLETED PROJECT,2025-02-26,,,P00003,2025-02-26,2026-08-16
80NSSC23K1175,ASST_NON_80NSSC23K1175_080,assistance,4,P00003,A,NEW,2023-07-19,D,ADJUSTMENT TO COMPLETED PROJECT,2026-05-19,,,P00003,2026-05-19,2026-08-16
80NSSC23K1200,ASST_NON_80NSSC23K1200_080,assistance,4,P00003,A,NEW,2023-07-27,D,ADJUSTMENT TO COMPLETED PROJECT,2026-05-04,,,P00003,2026-05-04,2026-08-16
80NSSC23K1211,ASST_NON_80NSSC23K1211_080,assistance,3,P00002,A,NEW,2023-07-31,D,ADJUSTMENT TO COMPLETED PROJECT,2025-02-11,,,P00002,2025-02-11,2026-08-16
80NSSC23K1223,ASST_NON_80NSSC23K1223_080,assistance,4,P00003,A,NEW,2023-07-28,D,ADJUSTMENT TO COMPLETED PROJECT,2026-07-09,,,P00003,2026-07-09,2026-08-16
80NSSC23K1228,ASST_NON_80NSSC23K1228_080,assistance,3,P00002,A,NEW,2023-08-03,D,ADJUSTMENT TO COMPLETED PROJECT,2025-05-06,,,P00002,2025-05-06,2026-08-16
80NSSC23K1269,ASST_NON_80NSSC23K1269_080,assistance,2,P00001,A,NEW,2023-07-28,D,ADJUSTMENT TO COMPLETED PROJECT,2025-02-11,,,P00001,2025-02-11,2026-08-16
80NSSC23K1293,ASST_NON_80NSSC23K1293_080,assistance,2,P00001,A,NEW,2023-09-25,D,ADJUSTMENT TO COMPLETED PROJECT,2025-06-09,,,P00001,2025-06-09,2026-08-16
80NSSC23K1300,ASST_NON_80NSSC23K1300_080,assistance,2,P00001,A,NEW,2023-08-11,D,ADJUSTMENT TO COMPLETED PROJECT,2025-05-13,,,P00001,2025-05-13,2026-08-16
80NSSC23K1330,ASST_NON_80NSSC23K1330_080,assistance,3,P00002,A,NEW,2023-08-22,D,ADJUSTMENT TO COMPLETED PROJECT,2025-03-10,,,P00002,2025-03-10,2026-08-16
80NSSC23K1348,ASST_NON_80NSSC23K1348_080,assistance,3,P00002,A,NEW,2023-08-30,B,CONTINUATION,2025-04-08,,,,,2026-07-31
80NSSC23K1372,ASST_NON_80NSSC23K1372_080,assistance,5,P00004,A,NEW,2023-08-23,D,ADJUSTMENT TO COMPLETED PROJECT,2026-06-05,,,P00004,2026-06-05,2026-08-16
80NSSC23K1391,ASST_NON_80NSSC23K1391_080,assistance,4,P00003,A,NEW,2023-08-29,D,ADJUSTMENT TO COMPLETED PROJECT,2026-04-19,,,P00003,2026-04-19,2026-08-16
80NSSC23K1430,ASST_NON_80NSSC23K1430_080,assistance,6,P00005,A,NEW,2023-09-28,B,CONTINUATION,2026-05-21,,,,,2026-08-02
80NSSC23K1435,ASST_NON_80NSSC23K1435_080,assistance,3,P00002,A,NEW,2023-09-05,D,ADJUSTMENT TO COMPLETED PROJECT,2026-05-26,,,P00002,2026-05-26,2026-08-16
80NSSC23K1496,ASST_NON_80NSSC23K1496_080,assistance,5,P00004,A,NEW,2023-09-26,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-29,,,P00004,2025-09-29,2026-08-16
80NSSC23K1549,ASST_NON_80NSSC23K1549_080,assistance,5,P00004,A,NEW,2023-09-13,D,ADJUSTMENT TO COMPLETED PROJECT,2026-07-30,,,P00004,2026-07-30,2026-08-16
80NSSC23K1585,ASST_NON_80NSSC23K1585_080,assistance,3,P00002,A,NEW,2023-09-15,D,ADJUSTMENT TO COMPLETED PROJECT,2026-02-17,,,P00002,2026-02-17,2026-08-16
80NSSC23K1592,ASST_NON_80NSSC23K1592_080,assistance,2,P00001,A,NEW,2023-09-11,D,ADJUSTMENT TO COMPLETED PROJECT,2025-06-11,,,P00001,2025-06-11,2026-08-16
80NSSC23M0020,ASST_NON_80NSSC23M0020_080,assistance,5,P00004,A,NEW,2023-01-26,B,CONTINUATION,2025-05-14,,,,,2026-08-16
80NSSC23M0024,ASST_NON_80NSSC23M0024_080,assistance,5,P00004,A,NEW,2023-01-26,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-26,,,P00004,2026-03-26,2026-08-16
80NSSC23M0119,ASST_NON_80NSSC23M0119_080,assistance,4,P00003,A,NEW,2023-08-28,D,ADJUSTMENT TO COMPLETED PROJECT,2025-06-09,,,P00003,2025-06-09,2026-08-16
80NSSC23M0120,ASST_NON_80NSSC23M0120_080,assistance,4,P00003,A,NEW,2023-08-31,D,ADJUSTMENT TO COMPLETED PROJECT,2026-07-06,,,P00003,2026-07-06,2026-08-16
80NSSC23M0123,ASST_NON_80NSSC23M0123_080,assistance,3,P00002,A,NEW,2023-08-28,B,CONTINUATION,2025-06-09,,,,,2026-08-16
