Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,Unnamed: 26
80NSSC24PC064,,P00001,0,PO Purchase Order,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,U009,EDUCATION/TRAINING- GENERAL,611710.0,EDUCATIONAL SUPPORT SERVICES,HOUSTON,TX,770566239,NONE,NONE OF THE ABOVE,CLMGDNJVMW15,CLMGDNJVMW15,THE JANDOR GROUP LLC,THE JANDOR GROUP LLC,9L7S4,
80NSSC23F0002,NNG15SD22B,P00001,0,DO Delivery Order,$0.00,"Apr 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541519.0,OTHER COMPUTER RELATED SERVICES,HERNDON,VA,201715505,NONE,NONE OF THE ABOVE,H1KHJPJH9R51,H1KHJPJH9R51,FOUR POINTS TECHNOLOGY  L.L.C.,"FOUR POINTS TECHNOLOGY, L.L.C.",1YS78,
80NSSC24PB720,,P00001,0,PO Purchase Order,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,DG11,IT and Telecom - Network: Satellite Communications and Telecom Access Services,513210.0,SOFTWARE PUBLISHERS,BETTENDORF,IA,527223278,NONE,NONE OF THE ABOVE,MC2YEN912K88,ZBX9JPSP15D1,R3 UNIQ INC,R3 UNIQ INC,74WH3,
80NSSC24PC363,,P00002,0,PO Purchase Order,"-$6,000.00","Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,611710.0,EDUCATIONAL SUPPORT SERVICES,SAN DIEGO,CA,921211714,NONE,NONE OF THE ABOVE,V9XYVPWVB9C1,VGLXNJSGWA84,QUALCOMM TECHNOLOGIES INC,QUALCOMM TECHNOLOGIES INC,6SRK8,
80GRC022AA005,,P00001,0,BPA Blanket Purchase Agreement,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,WAUSAU,WI,544019328,NONE,NONE OF THE ABOVE,EFHJM9QN5DJ5,EFHJM9QN5DJ5,APPLIED FAB & MACHINING  INC.,"APPLIED FAB & MACHINING, INC.",66C85,
80NSSC23PA010,,P00004,0,PO Purchase Order,"-$38,680.00","Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R799,SUPPORT- MANAGEMENT: OTHER,488119.0,OTHER AIRPORT OPERATIONS,ROSAMOND,CA,935607205,NONE,NONE OF THE ABOVE,JHQKJ3FHH787,JHQKJ3FHH787,BUSINESS CLASS AVIATION INC.,BUSINESS CLASS AVIATION INC.,7RGA0,
80KSC021A0007,GS10F0202S,P00006,0,BPA Blanket Purchase Agreement,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA KENNEDY SPACE CENTER,S,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,WINTER SPRINGS,FL,327080034,NONE,NONE OF THE ABOVE,L2D8MLFE2G65,L2D8MLFE2G65,THE PERFORMANCE KNOWLEDGE GROUP  LLC,THE PERFORMANCE KNOWLEDGE GROUP LLC,3C2L4,
80NSSC24PA210,,P00002,0,PO Purchase Order,"-$70,000.00","Mar 28, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,P,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519.0,OTHER COMPUTER RELATED SERVICES,UPPSALA,,753 09,NONE,NONE OF THE ABOVE,UAMPD6KHNVU8,UAMPD6KHNVU8,UNIBAP AB,UNIBAP AB,AYFAN,
80NSSC24PC269,,P00001,0,PO Purchase Order,$0.00,"Mar 24, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,U002,EDUCATION/TRAINING- PERSONNEL TESTING,541618.0,OTHER MANAGEMENT CONSULTING SERVICES,MCLEAN,VA,221025150,NONE,NONE OF THE ABOVE,MAA3SBSDQVM1,MAA3SBSDQVM1,KPMG LLP,KPMG LLP,7QEG9,
80NSSC25K7031,,P00002,0,Grant For Research,$0.00,"Jun 6, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,SOMERVILLE,MA,021442401,,,WL9FLBRVPJJ7,WL9FLBRVPJJ7,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,4B965,
80HQTR24F0064,80MSFC21D0009,P00003,0,DO Delivery Order,$0.00,"Mar 21, 2025","May 1, 2024",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,S,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",HOUSTON,TX,770593658,NONE,NONE OF THE ABOVE,EHD6UHNJVH66,EHD6UHNJVH66,BARRIOS TECHNOLOGY  LLC,BARRIOS TECHNOLOGY LTD,1J044,
80JSC024FA135,80JSC023AA001,P00002,0,BPA Call Blanket Purchase Agreement,$0.00,"Jan 27, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA JOHNSON SPACE CENTER,S,B599,SPECIAL STUDIES/ANALYSIS- OTHER,541330.0,ENGINEERING SERVICES,MC LEAN,VA,221023830,NONE,NONE OF THE ABOVE,JCBMLGPE6Z71,MBPHTU7Y9S65,BOOZ ALLEN HAMILTON INC,BOOZ ALLEN HAMILTON INC,17038,
80GSFC23CA030,,P00010,0,DCA Definitive Contract,"$343,290.45","Sep 29, 2025","Mar 28, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,P,1675,SPACE VEHICLE COMPONENTS,336414.0,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,LONGMONT,CO,805016767,NONE,NONE OF THE ABOVE,Q66XJ43E51L7,Q66XJ43E51L7,HONEYBEE ROBOTICS LLC,HONEYBEE ROBOTICS LLC,8DSS5,
80LARC21F0083,80LARC20D0007,P00006,0,DO Delivery Order,$0.00,"Apr 8, 2025","Feb 25, 2021",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA LANGLEY RESEARCH CENTER,S,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",COLUMBIA,MD,210461605,"E, S","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54), SERVICE CONTRACT INVENTORY (FAR 4.17)",GXW2CL8CGKC1,GXW2CL8CGKC1,CORNELL TECHNICAL SERVICES LLC,CORNELL TECHNICAL SERVICES LLC,33HR3,
80NSSC24PC269,,P00002,0,PO Purchase Order,"-$24,000.00","Jun 10, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,U002,EDUCATION/TRAINING- PERSONNEL TESTING,541618.0,OTHER MANAGEMENT CONSULTING SERVICES,MCLEAN,VA,221025150,NONE,NONE OF THE ABOVE,MAA3SBSDQVM1,MAA3SBSDQVM1,KPMG LLP,KPMG LLP,7QEG9,
80NSSC24PA590,,P00001,0,PO Purchase Order,$0.00,"Jan 31, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,U099,EDUCATION/TRAINING- OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FLOWER MOUND,TX,750226078,NONE,NONE OF THE ABOVE,X7QAVLW1GGB1,X7QAVLW1GGB1,ELI GROUP  LLC,"ELI GROUP, LLC",4Y7X5,
80GSFC23CA001,,P00009,0,DCA Definitive Contract,$0.00,"May 1, 2025","Dec 7, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NEW YORK,NY,10027,NONE,NONE OF THE ABOVE,F4N1QNPB95M4,F4N1QNPB95M4,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",1B053,
80LARC25F7011,80LARC20D0007,P00003,0,DO Delivery Order,$0.00,"Apr 8, 2025","Nov 5, 2024",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA LANGLEY RESEARCH CENTER,S,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",COLUMBIA,MD,210461605,"E, S","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54), SERVICE CONTRACT INVENTORY (FAR 4.17)",GXW2CL8CGKC1,GXW2CL8CGKC1,CORNELL TECHNICAL SERVICES LLC,CORNELL TECHNICAL SERVICES LLC,33HR3,
80HQTR24F0073,80MSFC21D0009,P00001,0,DO Delivery Order,$0.00,"Mar 21, 2025","Jul 3, 2024",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,S,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",HOUSTON,TX,770593658,NONE,NONE OF THE ABOVE,EHD6UHNJVH66,EHD6UHNJVH66,BARRIOS TECHNOLOGY  LLC,BARRIOS TECHNOLOGY LTD,1J044,
80GSFC23CA001,,P00010,0,DCA Definitive Contract,"-$742,496.85","May 28, 2025","Dec 7, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NEW YORK,NY,10027,NONE,NONE OF THE ABOVE,F4N1QNPB95M4,F4N1QNPB95M4,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",1B053,
80GSFC23CA001,,P00011,0,DCA Definitive Contract,"-$8,203.43","Sep 4, 2025","Dec 7, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NEW YORK,NY,10027,NONE,NONE OF THE ABOVE,F4N1QNPB95M4,F4N1QNPB95M4,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",1B053,
80GRC022AA023,,P00001,0,BPA Blanket Purchase Agreement,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,NEWPORT NEWS,VA,236062551,NONE,NONE OF THE ABOVE,X7LUT2X36JC1,EUY1C3NM2WN3,CALSPAN HOLDINGS  LLC,CALSPAN SYSTEMS CORPORATION,8Y173,
80NSSC23M0020,,P00003,0,Cooperative Agreement,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ14,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES,,,CLAYTON,DE,199381820,,,WVSCVLNFLWE7,WVSCVLNFLWE7,BLUE MARBLE SPACE,BLUE MARBLE SPACE,62A59,
80GRC022AA024,,P00001,0,BPA Blanket Purchase Agreement,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,ELKHART,IN,465148299,NONE,NONE OF THE ABOVE,EY94JAHLDPF4,EY94JAHLDPF4,KESSINGTON  LLC,"KESSINGTON, LLC",7W902,
80GRC022AA021,,P00002,0,BPA Blanket Purchase Agreement,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,SARASOTA,FL,342432724,NONE,NONE OF THE ABOVE,F1FUELCRNK25,F1FUELCRNK25,UNIPAK AVIATION  LLC,"UNIPAK AVIATION, LLC",1B673,
80GRC022AA014,,P00002,0,BPA Blanket Purchase Agreement,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,LIVONIA,MI,481501603,NONE,NONE OF THE ABOVE,PQNHB1KL9GK3,PQNHB1KL9GK3,KCS PROTOTYPE AND DESIGN LLC,KCS PROTOTYPE AND DESIGN LLC,8STC6,
80GRC022AA017,,P00002,0,BPA Blanket Purchase Agreement,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,BLOOMINGTON,IN,474033015,NONE,NONE OF THE ABOVE,XALNPG6M2CT8,XALNPG6M2CT8,MSP AVIATION  INC.,"MSP AVIATION, INC.",91893,
80GRC022AA006,,P00001,0,BPA Blanket Purchase Agreement,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,HOUSTON,TX,770736018,NONE,NONE OF THE ABOVE,JT6CKMCE4AN7,JT6CKMCE4AN7,AXIAL GLOBAL  LLC.,"AXIAL GLOBAL, LLC.",967X0,
80GRC022AA018,,P00002,0,BPA Blanket Purchase Agreement,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,COCOA,FL,329265975,NONE,NONE OF THE ABOVE,FACXKY7FULJ4,FACXKY7FULJ4,PRECISION FABRICATING & CLEANING COMPANY  INC.,"PRECISION FABRICATING & CLEANING COMPANY, INC.",66589,
80NSSC23FA528,80NSSC23DA001,P00007,0,DO Delivery Order,"-$136,672.81","Apr 23, 2025","May 8, 2023",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,541612.0,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",NORCROSS,GA,300924238,NONE,NONE OF THE ABOVE,XPA8X2BWTD49,XPA8X2BWTD49,IBEX IT BUSINESS EXPERTS LLC,IBEX IT BUSINESS EXPERTS LLC,6DRY3,
80MSFC22F0153,80MSFC20D0004,P00004,0,DO Delivery Order,$0.00,"Apr 8, 2025","Jun 7, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA MARSHALL SPACE FLIGHT CENTER,S,AR11,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",LAUREL,MD,207236005,NONE,NONE OF THE ABOVE,C1HBCJ9RMBV3,C1HBCJ9RMBV3,JOHNS HOPKINS UNIVERSITY,"JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC, THE",88898,
80NSSC24K0913,,P00001,0,Grant For Research,$0.00,"Apr 9, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,HOUSTON,TX,770303870,,,ZUFBNVZ587D4,ZUFBNVZ587D4,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,0NUJ3,
80SSC021F0001,80SSC021A0001,P00004,0,BPA Call Blanket Purchase Agreement,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA STENNIS SPACE CENTER,S,Q999,MEDICAL- OTHER,621511.0,MEDICAL LABORATORIES,BAY SAINT LOUIS,MS,395201620,NONE,NONE OF THE ABOVE,VQ7XHR924QR5,VQ7XHR924QR5,TRILOGY MEDICAL RESOURCES LLC,TRILOGY MEDICAL RESOURCES LLC,86N96,
80NSSC23K1130,,P00003,0,Grant For Research,$0.00,"Apr 4, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,PRINCETON,NJ,085442001,,,NJ1YPQXQG7U5,NJ1YPQXQG7U5,THE TRUSTEES OF PRINCETON UNIVERSITY,THE TRUSTEES OF PRINCETON UNIVERSITY,4B486,
80NSSC25K7118,,P00002,0,Grant For Research,$0.00,"Apr 4, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,PRINCETON,NJ,085442001,,,NJ1YPQXQG7U5,NJ1YPQXQG7U5,THE TRUSTEES OF PRINCETON UNIVERSITY,THE TRUSTEES OF PRINCETON UNIVERSITY,4B486,
80GSFC21C0057,,P00012,0,DCA Definitive Contract,$0.00,"Apr 9, 2025","Sep 18, 2020",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,P,1675,SPACE VEHICLE COMPONENTS,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",SUGAR LAND,TX,774783155,NONE,NONE OF THE ABOVE,SWQRHE8G2MC3,NP34SKZ7H1R3,SCHLUMBERGER TECHNOLOGY CORPORATION,SCHLUMBERGER TECHNOLOGY CORPORATION,3CRC7,
80HQTR24F0096,80GSFC19D0011,P00002,0,DO Delivery Order,$0.00,"Apr 8, 2025","Aug 28, 2024",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA HEADQUARTERS,S,AR12,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH",541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",EL SEGUNDO,CA,902454609,NONE,NONE OF THE ABOVE,YA8LJBJCND19,YA8LJBJCND19,THE AEROSPACE CORPORATION,THE AEROSPACE CORPORATION,12782,
80NM0018F0566,80NM0018D0004,P00026,0,DO Delivery Order,$0.00,"Apr 3, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA MANAGEMENT OFFICE -- JPL,S,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",PASADENA,CA,911098001,NONE,NONE OF THE ABOVE,YC1YP79BFD19,YC1YP79BFD19,CALIFORNIA INSTITUTE OF TECHNOLOGY,CALIFORNIA INSTITUTE OF TECHNOLOGY,23835,
80NM0018F0566,80NM0018D0004,P00027,0,DO Delivery Order,"-$551,349.26","Aug 12, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA MANAGEMENT OFFICE -- JPL,S,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",PASADENA,CA,911098001,NONE,NONE OF THE ABOVE,YC1YP79BFD19,YC1YP79BFD19,CALIFORNIA INSTITUTE OF TECHNOLOGY,CALIFORNIA INSTITUTE OF TECHNOLOGY,23835,
80NSSC19K0748,,P00005,0,Grant For Research,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AR21,R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH),,,TELLURIDE,CO,81435,,,VJ18ZVSU66R4,VJ18ZVSU66R4,THE PINHEAD INSTITUTE INC,"PINHEAD INSTITUTE, INC, THE",7PL22,
80NSSC23K0983,,P00002,0,Grant For Research,$0.00,"Apr 4, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,PRINCETON,NJ,085442001,,,NJ1YPQXQG7U5,NJ1YPQXQG7U5,THE TRUSTEES OF PRINCETON UNIVERSITY,THE TRUSTEES OF PRINCETON UNIVERSITY,4B486,
80MSFC24F0067,80MSFC20D0004,P00002,0,DO Delivery Order,$0.00,"Jan 23, 2025","Jan 12, 2024",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA MARSHALL SPACE FLIGHT CENTER,S,AR11,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",LAUREL,MD,207236005,NONE,NONE OF THE ABOVE,C1HBCJ9RMBV3,C1HBCJ9RMBV3,JOHNS HOPKINS UNIVERSITY,"JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC, THE",88898,
80NSSC22K0223,,P00004,0,Grant For Research,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,WASHINGTON,DC,200091231,,,QSTAN1HJRXJ5,QSTAN1HJRXJ5,AMERICAN GEOPHYSICAL UNION,AMERICAN GEOPHYSICAL UNION,6M099,
80KSC024F0044,80KSC021A0007,P00001,0,BPA Call Blanket Purchase Agreement,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA KENNEDY SPACE CENTER,S,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,WINTER SPRINGS,FL,327080034,NONE,NONE OF THE ABOVE,L2D8MLFE2G65,L2D8MLFE2G65,THE PERFORMANCE KNOWLEDGE GROUP  LLC,THE PERFORMANCE KNOWLEDGE GROUP LLC,3C2L4,
NNC09BA07B,,1,0,IDC Indefinite Delivery Contract,$0.00,"Apr 29, 2009",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,GLENN RESEARCH CENTER,P,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,334516.0,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,NEWTOWN,PA,189401830,,,JKWWHMLK9AM6,JKWWHMLK9AM6,TELETRONICS TECHNOLOGY CORP,TELETRONICS TECHNOLOGY,1EGB0,
80NSSC25K7030,,P00001,0,Grant For Research,$0.00,"Apr 9, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,HOUSTON,TX,770303870,,,ZUFBNVZ587D4,ZUFBNVZ587D4,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,0NUJ3,
