Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,Unnamed: 26
80NSSC24PA753,,P00001,0,PO Purchase Order,$0.00,"Mar 19, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R499,SUPPORT- PROFESSIONAL: OTHER,811210.0,ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,COLORADO SPRINGS,CO,809073423,NONE,NONE OF THE ABOVE,NNMLTBU9E5H3,NBMDBMMXJLR5,KEYSIGHT TECHNOLOGIES INC,KEYSIGHT TECHNOLOGIES INC,7ZXR5,
80NSSC24PA923,,P00001,0,PO Purchase Order,$0.00,"Mar 17, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R499,SUPPORT- PROFESSIONAL: OTHER,541519.0,OTHER COMPUTER RELATED SERVICES,COLORADO SPRINGS,CO,809073423,NONE,NONE OF THE ABOVE,NNMLTBU9E5H3,NBMDBMMXJLR5,KEYSIGHT TECHNOLOGIES INC,KEYSIGHT TECHNOLOGIES INC,7ZXR5,
80NSSC24PC475,,P00002,0,PO Purchase Order,"-$44,325.00","Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,P,7E21,IT AND TELECOM - MOBILE DEVICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541512.0,COMPUTER SYSTEMS DESIGN SERVICES,WESTFORD,MA,018863551,NONE,NONE OF THE ABOVE,E9ESL57JHZ65,S7BPATY6NPJ5,ZUKEN USA INC,ZUKEN USA INC,1R0G2,
80NSSC20P1795,,P00008,0,PO Purchase Order,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R499,SUPPORT- PROFESSIONAL: OTHER,541211.0,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,CLEVELAND,OH,441225487,NONE,NONE OF THE ABOVE,NK9MJJERTKN5,NK9MJJERTKN5,HOWARD WERSHBALE & CO,"HOWARD, WERSHBALE, & CO",4V1D4,
80NSSC21K1443,,P00004,0,Grant For Research,$0.00,"May 12, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,CAMBRIDGE,MA,021385369,,,LN53LCFJFL45,LN53LCFJFL45,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,1NQH4,
80NSSC24PC331,,P00001,0,PO Purchase Order,$0.00,"Feb 19, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,U002,EDUCATION/TRAINING- PERSONNEL TESTING,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FLOWER MOUND,TX,750226078,NONE,NONE OF THE ABOVE,X7QAVLW1GGB1,X7QAVLW1GGB1,ELI GROUP  LLC,"ELI GROUP, LLC",4Y7X5,
80NSSC25PA068,,P00003,0,PO Purchase Order,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AR11,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541690.0,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,BOULDER,CO,803012252,NONE,NONE OF THE ABOVE,YEZEE8W5JKA3,YEZEE8W5JKA3,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,0SEF6,
80LARC22FA010,80LARC21AA012,P00001,0,BPA Call Blanket Purchase Agreement,"-$146,204.49","May 24, 2022",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA LANGLEY RESEARCH CENTER,S,J095,"MAINT/REPAIR/REBUILD OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES",332999.0,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,TULLAHOMA,TN,373883390,NONE,NONE OF THE ABOVE,C2HNA3Q4ZCK5,GJVCPEBZV574,ALLIANT TECHSYSTEMS INC.,"MICRO CRAFT, INC.",5A517,
80NSSC24AA013,47QRAA22D00E3,P00004,0,BPA Blanket Purchase Agreement,$0.00,"Mar 13, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,WASHINGTON,DC,200362427,NONE,NONE OF THE ABOVE,N6JZARL64EW5,N6JZARL64EW5,MCKINSEY & COMPANY  INC. WASHINGTON D.C.,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",438P1,
80GSFC23CA005,,P00006,0,DCA Definitive Contract,"$40,788.00","Sep 11, 2025","Aug 23, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,S,J018,MAINT/REPAIR/REBUILD OF EQUIPMENT- SPACE VEHICLES,336419.0,OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,SAN ANTONIO,TX,782385166,E,EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54),PB11V1KH3KV4,PB11V1KH3KV4,SOUTHWEST RESEARCH INSTITUTE INC,SOUTHWEST RESEARCH INSTITUTE,26401,
80NSSC24PB717,,P00002,0,PO Purchase Order,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,P,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),519290.0,WEB SEARCH PORTALS AND ALL OTHER INFORMATION SERVICES,WASHINGTON,DC,200054110,NONE,NONE OF THE ABOVE,HMJLN75ES426,HMJLN75ES426,COSTAR REALTY INFORMATION  INC.,"COSTAR REALTY INFORMATION, INC.",6KUB9,
80NSSC25PA014,,P00001,0,PO Purchase Order,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,U002,EDUCATION/TRAINING- PERSONNEL TESTING,813990.0,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",VANDENBERG AFB,CA,93437,NONE,NONE OF THE ABOVE,H5JUPMRB3KX6,C6M7C2FLKER5,SPACE EXPLORATION TECHNOLOGIES CORP,SPACE EXPLORATION TECHNOLOGIES CORP,9ADW9,
80GSFC23PA006,,P00003,0,PO Purchase Order,$0.00,"Jun 18, 2025","Sep 2, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,P,6710,"CAMERAS, MOTION PICTURE",541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",SAN DIEGO,CA,921214204,NONE,NONE OF THE ABOVE,YLWZEQLLNJU4,YLWZEQLLNJU4,MALIN SPACE SCIENCE SYSTEMS  INC,"MALIN SPACE SCIENCE SYSTEMS, INC.",0R9V5,
80NSSC23PB368,,P00001,0,PO Purchase Order,$0.00,"Mar 6, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AF31,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; SOCIAL SVCS R&D; BASIC RESEARCH",541910.0,MARKETING RESEARCH AND PUBLIC OPINION POLLING,PORTLAND,OR,972394326,NONE,NONE OF THE ABOVE,LMKMWBB9ABJ7,NUUSUVGMMH17,PACIFIC RESEARCH & EVALUATION LLC,PACIFIC RESEARCH & EVALUATION LLC,67VH1,
80GRC020P0006,,P00003,0,PO Purchase Order,"-$194,670.00","Jun 5, 2020",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,5430,STORAGE TANKS,332420.0,METAL TANK (HEAVY GAUGE) MANUFACTURING,ONTARIO,CA,917617722,NONE,NONE OF THE ABOVE,YGFNGNSCHWK6,YGFNGNSCHWK6,BLUEICE ENGINEERING LLC,BLUEICE ENGINEERING LLC,81H52,
80KSC020D0016,,P00007,0,IDC Indefinite Delivery Contract,$0.00,"Apr 8, 2025","Nov 22, 2019",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA KENNEDY SPACE CENTER,S,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330.0,ENGINEERING SERVICES,LOS ANGELES,CA,900713173,E,EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54),EPUXNLX5EYC4,EPUXNLX5EYC4,AECOM TECHNICAL SERVICES  INC.,"AECOM TECHNICAL SERVICES, INC.",4L767,
80NM0019F0075,80NM0018D0004,P00007,0,DO Delivery Order,"-$111,926.00","Jun 25, 2025","Mar 1, 2018",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA MANAGEMENT OFFICE -- JPL,S,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",PASADENA,CA,911098001,NONE,NONE OF THE ABOVE,YC1YP79BFD19,YC1YP79BFD19,CALIFORNIA INSTITUTE OF TECHNOLOGY,CALIFORNIA INSTITUTE OF TECHNOLOGY,23835,
80NSSC24PA609,,P00001,0,PO Purchase Order,$0.00,"Feb 18, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AA11,AGRICULTURE R&D SERVICES; AGRICULTURAL RESEARCH AND SERVICES; BASIC RESEARCH,513110.0,NEWSPAPER PUBLISHERS,ARLINGTON,VA,222093927,NONE,NONE OF THE ABOVE,T8JGE1LE8933,T8JGE1LE8933,POLITICO  LLC,"POLITICO, LLC",7GC29,
80GRC022AA014,,P00003,0,BPA Blanket Purchase Agreement,$0.00,"Apr 15, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,LIVONIA,MI,481501603,NONE,NONE OF THE ABOVE,PQNHB1KL9GK3,PQNHB1KL9GK3,KCS PROTOTYPE AND DESIGN LLC,KCS PROTOTYPE AND DESIGN LLC,8STC6,
80KSC020D0018,,P00009,0,IDC Indefinite Delivery Contract,$0.00,"Apr 8, 2025","Nov 22, 2019",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA KENNEDY SPACE CENTER,S,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330.0,ENGINEERING SERVICES,ALACHUA,FL,326159402,E,EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54),F6WKYLHJYFK7,F6WKYLHJYFK7,JONES  EDMUNDS & ASSOCIATES  INC.,"JONES, EDMUNDS & ASSOCIATES, INC.",0EN06,
80MSFC21C0010,,P00042,0,DCA Definitive Contract,$0.00,"Sep 30, 2025","Aug 26, 2020",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA MARSHALL SPACE FLIGHT CENTER,P,1675,SPACE VEHICLE COMPONENTS,336415.0,GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,ELKTON,MD,219214755,S,SERVICE CONTRACT INVENTORY (FAR 4.17),REBFXSNFXAL4,NKVZLJL93QT6,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN SYSTEMS CORPORATION,8KX57,
80NSSC24PA660,,P00002,0,PO Purchase Order,$0.00,"Apr 16, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AF11,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",541618.0,OTHER MANAGEMENT CONSULTING SERVICES,TYSONS CORNER,VA,221023381,NONE,NONE OF THE ABOVE,QVEKLLJUGHJ7,QVEKLLJUGHJ7,LMI CONSULTING  LLC,"LMI CONSULTING, LLC",8H8R0,
80LARC23DA004,,P00005,0,IDC Indefinite Delivery Contract,"-$3,599.00","Mar 12, 2024","Nov 16, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA LANGLEY RESEARCH CENTER,S,S208,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,561730.0,LANDSCAPING SERVICES,MURRIETA,CA,92563,E,EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54),CE5LJNNGZWG7,CE5LJNNGZWG7,CVICS - AVARTARA JV,CVICS - AVARTARA JV,9AXG8,
80NSSC24PA710,,P00001,0,PO Purchase Order,$0.00,"Mar 17, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R499,SUPPORT- PROFESSIONAL: OTHER,541330.0,ENGINEERING SERVICES,NORTH POTOMAC,MD,208783745,NONE,NONE OF THE ABOVE,DEKLDSVT5934,DEKLDSVT5934,EMP CONSULTANTS  LLC,"EMP CONSULTANTS, LLC",1UC24,
80LARC21F0153,80LARC20D0007,P00006,0,DO Delivery Order,$0.00,"Apr 8, 2025","Aug 30, 2021",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA LANGLEY RESEARCH CENTER,S,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",COLUMBIA,MD,210461605,"E, S","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54), SERVICE CONTRACT INVENTORY (FAR 4.17)",GXW2CL8CGKC1,GXW2CL8CGKC1,CORNELL TECHNICAL SERVICES LLC,CORNELL TECHNICAL SERVICES LLC,33HR3,
80GSFC25P0001,,P00001,0,PO Purchase Order,"-$144,118.00","Sep 24, 2025","Apr 8, 2024",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,S,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",MCLEAN,VA,221025134,NONE,NONE OF THE ABOVE,DD8MAGJ9Z3M1,DD8MAGJ9Z3M1,ARES TECHNICAL SERVICES CORPORATION,ARES TECHNICAL SERVICES CORPORATION,6G1C8,
80NSSC24FA558,NNG15SD25B,P00001,0,DO Delivery Order,$0.00,"Apr 16, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,P,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519.0,OTHER COMPUTER RELATED SERVICES,TYSONS,VA,221024285,NONE,NONE OF THE ABOVE,U8H9F5MLU957,U8H9F5MLU957,THREE WIRE SYSTEMS  LLC,"THREE WIRE SYSTEMS, LLC",4GPT6,
80LARC25F7003,80GSFC19D0011,P00001,0,DO Delivery Order,"-$42,518.00","Apr 15, 2025","Oct 7, 2024",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA LANGLEY RESEARCH CENTER,S,AR12,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH",541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",EL SEGUNDO,CA,902454609,"E, S","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54), SERVICE CONTRACT INVENTORY (FAR 4.17)",YA8LJBJCND19,YA8LJBJCND19,THE AEROSPACE CORPORATION,THE AEROSPACE CORPORATION,12782,
80NSSC22PB703,,P00003,0,PO Purchase Order,$0.00,"Mar 24, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R799,SUPPORT- MANAGEMENT: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,WINNEBAGO,NE,680714900,NONE,NONE OF THE ABOVE,JSCHHWMLJHA5,CKLKWJSYK9T5,HO-CHUNK SHARED SERVICES COMPANY,HO-CHUNK SHARED SERVICES COMPANY,78WS1,
80GSFC21C0057,,P00013,0,DCA Definitive Contract,"$20,402.80","Aug 18, 2025","Sep 18, 2020",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,P,1675,SPACE VEHICLE COMPONENTS,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",SUGAR LAND,TX,774783155,NONE,NONE OF THE ABOVE,SWQRHE8G2MC3,NP34SKZ7H1R3,SCHLUMBERGER TECHNOLOGY CORPORATION,SCHLUMBERGER TECHNOLOGY CORPORATION,3CRC7,
80HQTR23FA044,80GSFC23DA004,P00005,0,DO Delivery Order,"-$136,103.40","Feb 27, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA HEADQUARTERS,S,S206,HOUSEKEEPING- GUARD,561612.0,SECURITY GUARDS AND PATROL SERVICES,CHANTILLY,VA,201511782,NONE,NONE OF THE ABOVE,TL1KC3N18G37,TL1KC3N18G37,CHENEGA GLOBAL PROTECTION  LLC,"CHENEGA GLOBAL PROTECTION, LLC",7ZTR1,
80NSSC23AA019,,P00001,0,BPA Blanket Purchase Agreement,$0.00,"Mar 18, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R799,SUPPORT- MANAGEMENT: OTHER,541211.0,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,LOS ANGELES,CA,900712201,NONE,NONE OF THE ABOVE,PQBJLHRJGK67,PQBJLHRJGK67,JONES AND COMPANY PROFESSIONAL CORPORATION,JONES AND COMPANY PROFESSIONAL CORPORATION,4G2J3,
80GRC022AA005,,P00002,0,BPA Blanket Purchase Agreement,$0.00,"Apr 15, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,WAUSAU,WI,544019328,NONE,NONE OF THE ABOVE,EFHJM9QN5DJ5,EFHJM9QN5DJ5,APPLIED FAB & MACHINING  INC.,"APPLIED FAB & MACHINING, INC.",66C85,
80GSFC23CA030,,P00009,0,DCA Definitive Contract,$0.00,"Apr 8, 2025","Mar 28, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,P,1675,SPACE VEHICLE COMPONENTS,336414.0,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,LONGMONT,CO,805016767,NONE,NONE OF THE ABOVE,Q66XJ43E51L7,Q66XJ43E51L7,HONEYBEE ROBOTICS LLC,HONEYBEE ROBOTICS LLC,8DSS5,
80LARC19F0127,80LARC18C0003,P00003,0,DO Delivery Order,"-$25,000.00","Nov 29, 2023",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA LANGLEY RESEARCH CENTER,S,R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,561210.0,FACILITIES SUPPORT SERVICES,ANCHORAGE,AK,995035793,NONE,NONE OF THE ABOVE,QMJEKNF3JN15,RQ13XQQKKQ67,ALUTIIQ  LLC,ALUTIIQ COMMERCIAL ENTERPRISES LLC,6NGU5,
80LARC24F0039,80GSFC19D0011,P00001,0,DO Delivery Order,"-$162,533.00","Apr 15, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA LANGLEY RESEARCH CENTER,S,AR12,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH",541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",EL SEGUNDO,CA,902454609,"E, S","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54), SERVICE CONTRACT INVENTORY (FAR 4.17)",YA8LJBJCND19,YA8LJBJCND19,THE AEROSPACE CORPORATION,THE AEROSPACE CORPORATION,12782,
80NSSC24PB891,,P00003,0,PO Purchase Order,$0.00,"Apr 16, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,P,6710,"CAMERAS, MOTION PICTURE",561920.0,CONVENTION AND TRADE SHOW ORGANIZERS,BALTIMORE,MD,212023550,NONE,NONE OF THE ABOVE,FVZHCYFCH9E8,FVZHCYFCH9E8,CAREER COMMUNICATIONS GROUP  INC.,"CAREER COMMUNICATIONS GROUP, INC.",4J883,
80NSSC22PA482,,P00006,0,PO Purchase Order,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561210.0,FACILITIES SUPPORT SERVICES,GERMANTOWN,MD,208767102,NONE,NONE OF THE ABOVE,JTJJF2CZL6A9,JTJJF2CZL6A9,DIVERSIFIED SERVICES GROUP  INC.,"DIVERSIFIED SERVICES GROUP, INCORPORATED",1S8Z0,
80GSFC21C0019,,P00005,0,DCA Definitive Contract,"-$73,251.09","Jan 22, 2024","Oct 29, 2020",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,S,AJ12,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,541330.0,ENGINEERING SERVICES,LANHAM,MD,207066239,NONE,NONE OF THE ABOVE,PJ2SP76D3HJ3,PJ2SP76D3HJ3,SCIENCE SYSTEMS AND APPLICATIONS  INC.,"SCIENCE SYSTEMS AND APPLICATIONS, INC.",5S009,
80GSFC22CA021,,P00015,0,DCA Definitive Contract,"-$31,752.64","Jun 17, 2025","Aug 18, 2021",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GODDARD SPACE FLIGHT CENTER,S,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,334511.0,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",RIVERDALE,MD,207371245,E,EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54),CB26RZ2YNRX6,QZARBLMS54J5,NEWTON LLC,"NEWTON, L.L.C.",6RTC1,
80ARC023CA004,,P00002,0,DCA Definitive Contract,$0.00,"Mar 21, 2025","Mar 1, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA AMES RESEARCH CENTER,S,AR11,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NEW YORK,NY,100323725,NONE,NONE OF THE ABOVE,QHF5ZZ114M72,QHF5ZZ114M72,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",3FHD3,
80NSSC24AA014,47QRAA18D00F8,P00004,0,BPA Blanket Purchase Agreement,$0.00,"Jun 9, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ARLINGTON,VA,222015302,NONE,NONE OF THE ABOVE,EP5NXCGQB6K6,PV6CF36474L1,RIOS PARTNERS  LLC,"RIOS PARTNERS, LLC",7NR98,
80ARC023CA004,,P00004,0,DCA Definitive Contract,$0.00,"Mar 21, 2025","Mar 1, 2022",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA AMES RESEARCH CENTER,S,AR11,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NEW YORK,NY,100323725,NONE,NONE OF THE ABOVE,QHF5ZZ114M72,QHF5ZZ114M72,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",3FHD3,
80NSSC24FA979,80NSSC24AA010,P00003,0,BPA Call Blanket Purchase Agreement,$0.00,"Mar 27, 2025","Jul 1, 2024",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ALEXANDRIA,VA,223142764,NONE,NONE OF THE ABOVE,NM2LLLZ5PFL7,NM2LLLZ5PFL7,BRYCE SPACE AND TECHNOLOGY  LLC,"BRYCE SPACE AND TECHNOLOGY, LLC",77Z64,
80NM0019F0075,80NM0018D0004,P00006,0,DO Delivery Order,$0.00,"Mar 3, 2025","Mar 1, 2018",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA MANAGEMENT OFFICE -- JPL,S,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",PASADENA,CA,911098001,NONE,NONE OF THE ABOVE,YC1YP79BFD19,YC1YP79BFD19,CALIFORNIA INSTITUTE OF TECHNOLOGY,CALIFORNIA INSTITUTE OF TECHNOLOGY,23835,
