Award ID,source_type,recipient,value,savings,status,source_url,description,agency,claim_date,action_date,detection_basis,detection_method
80NSSC25PA641,Contract,"MESSE DUSSELDORF NORTH AMERICA, INC.",-15200.0,,Termination-language transaction P00002 on 2025-06-17,https://www.usaspending.gov/award/CONT_AWD_80NSSC25PA641_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - BOOTH SPACE FOR NASA AT AUVSI 2025,National Aeronautics and Space Administration,,2025-06-17,evidence,termination_language
80NSSC24AA014,Contract,"RIOS PARTNERS, LLC",0.0,,Terminate-for-convenience action P00004 on 2025-06-09,https://www.usaspending.gov/award/CONT_IDV_80NSSC24AA014_8000/,TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPAS FOR NASA ADMINISTRATIVE SUITE.,National Aeronautics and Space Administration,,2025-06-09,evidence,termination_action_code
80GSFC24CA024,Contract,"A3L FEDERAL WORKS,LLC",0.0,,Termination-language transaction P00008 on 2025-05-28,https://www.usaspending.gov/award/CONT_AWD_80GSFC24CA024_8000_-NONE-_-NONE-/,"TERMINATION FOR CONVENIENCE AGREEMENT-PARTIAL- IV&V PROGRAM OFFICE OF SAFETY & MISSION ASSURANCE (OSMA)  KNOWLEDGE MANAGEMENT, EVENTS AND COMMUNICATIONS SUPPORTS (KMECS) IVV CONTRACT",National Aeronautics and Space Administration,,2025-05-28,evidence,termination_language
80NSSC25FA315,Contract,"NATIONAL QUALITY ASSURANCE - U.S.A., INC.",-28832.0,,Terminate-for-convenience action P00001 on 2025-05-05,https://www.usaspending.gov/award/CONT_AWD_80NSSC25FA315_8000_80NSSC24AA005_8000/,TERMINATION FOR CONVENIENCE-AS9100 AUDIT AT AFRC'S NASA FACILITY,National Aeronautics and Space Administration,,2025-05-05,evidence,termination_action_code
80NSSC24PB679,Contract,"GARTNER, INC.",0.0,,Termination-language transaction P00002 on 2025-04-30,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB679_8000_-NONE-_-NONE-/,"TERMINATION FOR CONVENIENCE AGREEMENT --NASA HUMAN CAPITAL AND LEARNING & DEVELOPMENT ADVISORY, RESEARCH AND BENCHMARKING SERVICES.",National Aeronautics and Space Administration,,2025-04-30,evidence,termination_language
80NSSC25FA078,Contract,COLOSSAL CONTRACTING LLC,0.0,,Terminate-for-convenience action P00001 on 2025-04-16,https://www.usaspending.gov/award/CONT_AWD_80NSSC25FA078_8000_NNG15SD72B_8000/,TERMINATION FOR CONVENIENCE AGREEMENT PRISMA CLOUD RENEWAL,National Aeronautics and Space Administration,,2025-04-16,evidence,termination_action_code
80NSSC24PB891,Contract,"CAREER COMMUNICATIONS GROUP, INC.",0.0,,Terminate-for-convenience action P00003 on 2025-04-16,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB891_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE: WOMEN OF COLOR IN STEM SILVER PARTNERSHIP AND PARTICIPATION IN THEIR NATIONAL CONVENTION,National Aeronautics and Space Administration,,2025-04-16,evidence,termination_action_code
80NSSC24FA558,Contract,"THREE WIRE SYSTEMS, LLC",0.0,,Terminate-for-convenience action P00001 on 2025-04-16,https://www.usaspending.gov/award/CONT_AWD_80NSSC24FA558_8000_NNG15SD25B_8000/,TERMINATION FOR CONVENIENCE AGREEMENT TOR- ONE SOFTWARE RENEWAL,National Aeronautics and Space Administration,,2025-04-16,evidence,termination_action_code
80NSSC22PA482,Contract,"DIVERSIFIED SERVICES GROUP, INC.",0.0,,Terminate-for-convenience action P00006 on 2025-04-08,https://www.usaspending.gov/award/CONT_AWD_80NSSC22PA482_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - LIVE PLANT MAINTENANCE SERVICES,National Aeronautics and Space Administration,,2025-04-08,evidence,termination_action_code
80HQTR24F0019,Contract,"ICF INCORPORATED, L.L.C.",0.0,,Termination-language transaction P00002 on 2025-04-08,https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0019_8000_80HQTR21D0004_8000/,STOP WORK AND TERMINATION FOR CONVENIENCE NOTICE ISSUED. ENGAGEMENT SPECIALIST TO THE U.S. GLOBAL CHANGE RESEARCH PROGRAM (USGCRP) NATIONAL COORDINATION OFFICE (NCO),National Aeronautics and Space Administration,,2025-04-08,evidence,termination_language
80NSSC24PC475,Contract,ZUKEN USA INC,-44325.0,,Terminate-for-convenience action P00002 on 2025-04-08,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC475_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - ZUKEN DS.E3 LICENSE DATA AND CONFIGURATION MANAGEMENT POP: 10/1/24 - 9/30/25,National Aeronautics and Space Administration,,2025-04-08,evidence,termination_action_code
80NSSC20P1795,Contract,HOWARD WERSHBALE & CO,0.0,,Terminate-for-convenience action P00008 on 2025-04-08,https://www.usaspending.gov/award/CONT_AWD_80NSSC20P1795_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT EXERCISE OPTION YR 4,National Aeronautics and Space Administration,,2025-04-08,evidence,termination_action_code
80NSSC23PB058,Contract,"FLORIDA FIRST ROBOTICS EDUCATION FOUNDATION, INC",0.0,,Terminate-for-convenience action P00002 on 2025-04-08,https://www.usaspending.gov/award/CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - SPONSORSHIP OF THE FIRST ORLANDO REGIONAL,National Aeronautics and Space Administration,,2025-04-08,evidence,termination_action_code
80NSSC25PA014,Contract,SPACE EXPLORATION TECHNOLOGIES CORP,0.0,,Terminate-for-convenience action P00001 on 2025-04-08,https://www.usaspending.gov/award/CONT_AWD_80NSSC25PA014_8000_-NONE-_-NONE-/,"TERMINATION FOR CONVENIENCE AGREEMENT - ASPIRE PUBLIC-PRIVATE TALENT PROGRAM, SPACEX IMMERSION",National Aeronautics and Space Administration,,2025-04-08,evidence,termination_action_code
80NSSC24PB139,Contract,"DATADOG, INC.",0.0,,Terminate-for-convenience action P00002 on 2025-04-08,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - DATADOG SUBSCRIPTION,National Aeronautics and Space Administration,,2025-04-08,evidence,termination_action_code
80KSC020D0018,Contract,"JONES, EDMUNDS & ASSOCIATES, INC.",0.0,,Terminate-for-convenience action P00009 on 2025-04-08,https://www.usaspending.gov/award/CONT_IDV_80KSC020D0018_8000/,"TERMINATION FOR CONVENIENCE (COMPLETE) - PROFESSIONAL CIVIL DESIGN SERVICES AT KENNEDY SPACE CENTER (KSC), AND VARIOUS NASA LOCATIONS, ASSETS, LAUNCH OR LANDING SITES WORLDWIDE.",National Aeronautics and Space Administration,,2025-04-08,evidence,termination_action_code
80KSC020D0016,Contract,"AECOM TECHNICAL SERVICES, INC.",0.0,,Terminate-for-convenience action P00007 on 2025-04-08,https://www.usaspending.gov/award/CONT_IDV_80KSC020D0016_8000/,"TERMINATION FOR CONVENIENCE (COMPLETE) - PROFESSIONAL CIVIL DESIGN SERVICES AT KENNEDY SPACE CENTER (KSC), AND VARIOUS NASA LOCATIONS, ASSETS, LAUNCH OR LANDING SITES WORLDWIDE.",National Aeronautics and Space Administration,,2025-04-08,evidence,termination_action_code
80NSSC25PA068,Contract,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,0.0,,Terminate-for-convenience action P00003 on 2025-04-08,https://www.usaspending.gov/award/CONT_AWD_80NSSC25PA068_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - OT DYNAMICAL NEUTRAL ATMOSPHERE-IONOSPHERE COUPLING-X (DYNAMIC-X),National Aeronautics and Space Administration,,2025-04-08,evidence,termination_action_code
80NSSC24PA753,Contract,KEYSIGHT TECHNOLOGIES INC,0.0,,Terminate-for-convenience action P00001 on 2025-03-19,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA753_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT ---- LICENSE MAINTENANCE FOR GENESYS,National Aeronautics and Space Administration,,2025-03-19,evidence,termination_action_code
80NSSC23AA019,Contract,JONES AND COMPANY PROFESSIONAL CORPORATION,0.0,,Terminate-for-convenience action P00001 on 2025-03-18,https://www.usaspending.gov/award/CONT_IDV_80NSSC23AA019_8000/,TERMINATION FOR CONVENIENCE AGREEMENT - AUDIT SERVICES,National Aeronautics and Space Administration,,2025-03-18,evidence,termination_action_code
80NSSC24PA710,Contract,"EMP CONSULTANTS, LLC",0.0,,Terminate-for-convenience action P00001 on 2025-03-17,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA710_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - NOVICE LICENSE RENEWAL,National Aeronautics and Space Administration,,2025-03-17,evidence,termination_action_code
80NSSC24PA923,Contract,KEYSIGHT TECHNOLOGIES INC,0.0,,Terminate-for-convenience action P00001 on 2025-03-17,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA923_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - RENEW SOFTWARE LICENSE FOR ADS,National Aeronautics and Space Administration,,2025-03-17,evidence,termination_action_code
80NSSC24AA012,Contract,GUIDEHOUSE INC.,0.0,,Terminate-for-convenience action P00004 on 2025-03-13,https://www.usaspending.gov/award/CONT_IDV_80NSSC24AA012_8000/,TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPAS FOR NASA ADMINISTRATIVE SUITE.,National Aeronautics and Space Administration,,2025-03-13,evidence,termination_action_code
80NSSC24AA011,Contract,DELOITTE CONSULTING LLP,0.0,,Terminate-for-convenience action P00004 on 2025-03-13,https://www.usaspending.gov/award/CONT_IDV_80NSSC24AA011_8000/,TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPAS FOR NASA ADMINISTRATIVE SUITE.,National Aeronautics and Space Administration,,2025-03-13,evidence,termination_action_code
80NSSC24AA013,Contract,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",0.0,,Terminate-for-convenience action P00004 on 2025-03-13,https://www.usaspending.gov/award/CONT_IDV_80NSSC24AA013_8000/,TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPA'S FOR NASA ADMINISTRATIVE SUITE.,National Aeronautics and Space Administration,,2025-03-13,evidence,termination_action_code
80NSSC24AA015,Contract,BOOZ ALLEN HAMILTON INC,0.0,,Terminate-for-convenience action P00004 on 2025-03-13,https://www.usaspending.gov/award/CONT_IDV_80NSSC24AA015_8000/,TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPSS FOR NASA ADMINISTRATIVE SUITE.,National Aeronautics and Space Administration,,2025-03-13,evidence,termination_action_code
80NSSC24PC394,Contract,PARTNERSHIP FOR PUBLIC SERVICE INC,0.0,,Terminate-for-convenience action P00001 on 2025-03-11,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC394_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - PARTNERSHIP FOR PUBLIC SERVICE. MEMBERSHIP IN THE FEDERAL HUMAN CAPITAL COLLABORATIVE,National Aeronautics and Space Administration,,2025-03-11,evidence,termination_action_code
80NSSC25FA034,Contract,"TECHPRIDE, INC.",-174236.0,,Terminate-for-convenience action P00002 on 2025-03-10,https://www.usaspending.gov/award/CONT_AWD_80NSSC25FA034_8000_47QRAA19D006N_4732/,"TERMINATION FOR CONVENIENCE AGREEMENT - CONSULTING SERVICES TO FACILITATE PROGRAM ALIGNMENT TO LONG-TERM STRATEGIC VISION, ORGANIZATIONAL DEVELOPMENT, AND SKILL BUILDING",National Aeronautics and Space Administration,,2025-03-10,evidence,termination_action_code
80NSSC23PB368,Contract,PACIFIC RESEARCH & EVALUATION LLC,0.0,,Terminate-for-convenience action P00001 on 2025-03-06,https://www.usaspending.gov/award/CONT_AWD_80NSSC23PB368_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT -- AUDIENCE EVALUATION OF ENGAGEMENT CONTENT AND MATERIALS,National Aeronautics and Space Administration,,2025-03-06,evidence,termination_action_code
80NSSC24PC049,Contract,SOCIETY OF WOMEN ENGINEERS,0.0,,Terminate-for-convenience action P00002 on 2025-03-06,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC049_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - SOCIETY OF WOMEN ENGINEERS (SWE) CORPORATE PARTNERSHIP COUNCIL AND PARTICIPATION IN ASSOCIATED RECRUITING EVENTS,National Aeronautics and Space Administration,,2025-03-06,evidence,termination_action_code
80HQTR23FA044,Contract,"CHENEGA GLOBAL PROTECTION, LLC",-136103.4,,Terminate-for-convenience action P00005 on 2025-02-27,https://www.usaspending.gov/award/CONT_AWD_80HQTR23FA044_8000_80GSFC23DA004_8000/,TERMINATION FOR CONVENIENCE AGREEMENT- EARTH INFORMATION CENTER (EIC) SUPPORT FOR NASA OFFICE OF PROTECTIVE SERVICES,National Aeronautics and Space Administration,,2025-02-27,evidence,termination_action_code
80NSSC23FA279,Contract,CREATIVE SOLUTIONS INTERNATIONAL COPORATION,-6154.45,,Terminate-for-convenience action P00003 on 2025-02-20,https://www.usaspending.gov/award/CONT_AWD_80NSSC23FA279_8000_GS10F0331M_4730/,TERMINATION FOR CONVENIENCE AGREEMENT - CREATIVE SOLUTIONS CONSULTING SERVICES (DEBORAH KLOTZ) IN SUPPORT OF THE OCIO TRANSFORMATION PROJECT.,National Aeronautics and Space Administration,,2025-02-20,evidence,termination_action_code
80NSSC24PC331,Contract,"ELI GROUP, LLC",0.0,,Terminate-for-convenience action P00001 on 2025-02-19,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC331_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - EXECUTIVE LEADERSHIP IMPACT,National Aeronautics and Space Administration,,2025-02-19,evidence,termination_action_code
80NSSC24PA609,Contract,"POLITICO, LLC",0.0,,Terminate-for-convenience action P00001 on 2025-02-18,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA609_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - POLITICO PRO AGREEMENT FOR OCFO,National Aeronautics and Space Administration,,2025-02-18,evidence,termination_action_code
80NSSC24PA723,Contract,"POLITICO, LLC",0.0,,Terminate-for-convenience action P00001 on 2025-02-18,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA723_8000_-NONE-_-NONE-/,TERMINATION FOR CONVENIENCE AGREEMENT - RENEWAL FOR POLITICO PRO SERVICE FOR OLIA,National Aeronautics and Space Administration,,2025-02-18,evidence,termination_action_code
80JSC024FA083,Contract,BOOZ ALLEN HAMILTON INC,-1384035.0,,Terminate-for-convenience action P00002 on 2025-01-24,https://www.usaspending.gov/award/CONT_AWD_80JSC024FA083_8000_80JSC023AA001_8000/,TERMINATION FOR CONVENIENCE AGREEMENT - SPEACII - TASK ORDER 84 - NASA ODEO DEIA DATA ANALYTICS AND ASSESSMENT,National Aeronautics and Space Administration,,2025-01-24,evidence,termination_action_code
80HQTR21D0004,Contract,"ICF INCORPORATED, L.L.C.",0.0,,Terminate-for-convenience action P00031 on 2026-03-03,https://www.usaspending.gov/award/CONT_IDV_80HQTR21D0004_8000/,SUPPORT FOR THE UNITED STATES .GLOBAL CHANGE RESEARCH PROGRAM (USGCRP).NATIONAL COORDINATION OFFICE (NCO). T4C AGREEMENT FINALIZATION FOR EARTH SCIENCES GROUP.,National Aeronautics and Space Administration,,2026-03-03,evidence,termination_action_code
80HQTR22F0076,Contract,"ICF INCORPORATED, L.L.C.",0.0,,Terminate-for-convenience action P00010 on 2026-03-18,https://www.usaspending.gov/award/CONT_AWD_80HQTR22F0076_8000_80HQTR21D0004_8000/,SUPPORT FOR U.S.PARTICIPATION IN THEINTERGOVERNMENTALPANEL ON CLIMATECHANGE AND RELATEDINTERNATIONALASSESSMENTS,National Aeronautics and Space Administration,,2026-03-18,evidence,termination_action_code
80HQTR22F0109,Contract,"ICF INCORPORATED, L.L.C.",0.0,,Terminate-for-convenience action P00005 on 2026-03-18,https://www.usaspending.gov/award/CONT_AWD_80HQTR22F0109_8000_80HQTR21D0004_8000/,SPECIALIZED SUPPORT SERVICES FOR A CARBON CYCLE INTERAGENCY WORKING GROUP (CCIWG) COORDINATOR TO THE U.S. GLOBAL CHANGE RESEARCH PROGRAM (USGCRP) NATIONAL COORDINATION OFFICE (NCO).,National Aeronautics and Space Administration,,2026-03-18,evidence,termination_action_code
80HQTR24F0037,Contract,"ICF INCORPORATED, L.L.C.",0.0,,Terminate-for-convenience action P00003 on 2026-04-14,https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0037_8000_80HQTR21D0004_8000/,TO PROVIDE A SCOPE FOR SPECIALIZED SUPPORT SERVICES FOR TWO CLIMATE SERVICES PERSONNEL TO THE U.S. GLOBAL CHANGE RESEARCH PROGRAM (USGCRP) NATIONAL COORDINATION OFFICE (NCO) FOR CLIMATE SERVICES.,National Aeronautics and Space Administration,,2026-04-14,evidence,termination_action_code
80HQTR25F7019,Contract,"ICF INCORPORATED, L.L.C.",0.0,,Terminate-for-convenience action P00002 on 2026-04-14,https://www.usaspending.gov/award/CONT_AWD_80HQTR25F7019_8000_80HQTR21D0004_8000/,"ASSIST WITH PLANNING ACTIVITIES INVOLVING A LARGE INTERNATIONAL AUTHOR TEAM COORDINATE IN-PERSON AND REMOTE MEETINGS, TRACK THE STATUS OF AUTHORS' WORK",National Aeronautics and Space Administration,,2026-04-14,evidence,termination_action_code
80GRC024CA008,Contract,CASE WESTERN RESERVE UNIVERSITY,0.0,,Termination-language transaction P00002 on 2025-04-08,https://www.usaspending.gov/award/CONT_AWD_80GRC024CA008_8000_-NONE-_-NONE-/,STOP WORK NOTICE ISSUED WITH NOTICE OF INTENT TO DE-SCOPE. CENTRIFUGAL ACCELERATION TESTING - NASA GRC IS PURSUING THE DEVELOPMENT OF DYNAMIC CONVERSION TECHNOLOGIES TO SUPPORT SCIENCE MISSION POWER SYSTEM DEVELOPMENT.,National Aeronautics and Space Administration,,2025-04-08,evidence,termination_language
80NSSC25FA145,Contract,"B/W COLOR PRINTS, LLC",0.0,,Termination-language transaction P00001 on 2025-03-25,https://www.usaspending.gov/award/CONT_AWD_80NSSC25FA145_8000_GS07F216BA_4732/,STOP WORK NOTICE ISSUED - SERVICE FOR INSTALLATION OF THE SCIENCE ON THE SPHERE SYSTEM,National Aeronautics and Space Administration,,2025-03-25,evidence,termination_language
80NSSC22PB703,Contract,HO-CHUNK SHARED SERVICES COMPANY,0.0,,Terminate-for-convenience action P00003 on 2025-03-24,https://www.usaspending.gov/award/CONT_AWD_80NSSC22PB703_8000_-NONE-_-NONE-/,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMIATE FOR CONVEINCE - GSFC STRATEGIC ASSESSMENT SUPPORT (GSAS),National Aeronautics and Space Administration,,2025-03-24,evidence,termination_action_code
80GSFC23CA041,Contract,AUTONOMIC INTEGRA LLC,0.0,,Termination-language transaction P00018 on 2025-03-21,https://www.usaspending.gov/award/CONT_AWD_80GSFC23CA041_8000_-NONE-_-NONE-/,REMOVAL OF CLAUSES/DRDS IAW EO 14148 - STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO DE-SCOPE- THE CLIMATE CHANGE RESEARCH INITIATIVE (CCRI) UNDER THE GODDARD INSTITUTE FOR SPACE STUDIES (GISS) CONTRACT FOR THE EARTH SCIENCES DIRECTORATE.,National Aeronautics and Space Administration,,2025-03-21,evidence,termination_language
80HQTR24FA038,Contract,"CROWN INNOVATIONS, INC.",0.0,,Termination-language transaction P00002 on 2025-03-20,https://www.usaspending.gov/award/CONT_AWD_80HQTR24FA038_8000_80HQTR24AA006_8000/,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVIENCE - DATA VISUALIZATION OF PERFORMANCE RATINGS AERONAUTICS RESEARCH MISSION DIRECTORATE, OFFICE OF THE ASSOCIATE ADMINISTRATOR",National Aeronautics and Space Administration,,2025-03-20,evidence,termination_language
80HQTR24F0012,Contract,"ICF INCORPORATED, L.L.C.",0.0,,Terminate-for-convenience action P00004 on 2026-04-14,https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0012_8000_80HQTR21D0004_8000/,SUPPORT FOR THE TECHNICAL SUPPORT UNIT FOR THE SEVENTH ASSESSMENT OF THE INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE: WORKING GROUP III,National Aeronautics and Space Administration,,2026-04-14,evidence,termination_action_code
80HQTR25FA007,Contract,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.0,,Termination-language transaction P00003 on 2025-03-14,https://www.usaspending.gov/award/CONT_AWD_80HQTR25FA007_8000_80HQTR24AA005_8000/,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVIENCE - REVIEW, VALIDATE, AND ADVISE ON DRAFT PLAN, MESSAGING AND BRANDING OF THE PLAN, PLAN IMPLEMENTATION ANALYSIS AND RECOMMENDATIONS, ROLLOUT & METRICS",National Aeronautics and Space Administration,,2025-03-14,evidence,termination_language
80JSC025FA076,Contract,"STRAUGHAN ENVIRONMENTAL, INC.",0.0,,Termination-language transaction P00004 on 2025-02-24,https://www.usaspending.gov/award/CONT_AWD_80JSC025FA076_8000_80JSC024AA029_8000/,"CANCELLATION OF PARTIAL STOP WORK NOTICE AS NON-APPLICABLE - CALL 02 (T&M SUPPORT), JSC ENVIRONMENTAL SERVICES TEAM II (JEST II)",National Aeronautics and Space Administration,,2025-02-24,evidence,termination_language
80JSC024F0025,Contract,"STRAUGHAN ENVIRONMENTAL, INC.",0.0,,Termination-language transaction P00007 on 2025-02-20,https://www.usaspending.gov/award/CONT_AWD_80JSC024F0025_8000_80JSC018A0012_8000/,"CANCELLATION OF PARTIAL STOP WORK NOTICE AS NON-APPLICABLE - CALL 29 (NON-CORE SUPPORT), JSC ENVIRONMENTAL SERVICES TEAM I (JEST I)",National Aeronautics and Space Administration,,2025-02-20,evidence,termination_language
80JSC024F0026,Contract,"STRAUGHAN ENVIRONMENTAL, INC.",0.0,,Termination-language transaction P00012 on 2025-02-20,https://www.usaspending.gov/award/CONT_AWD_80JSC024F0026_8000_80JSC018A0012_8000/,"CANCELLATION OF PARTIAL STOP WORK NOTICE AS NON-APPLICABLE - CALL 30 (T&M SUPPORT), JSC ENVIRONMENTAL SERVICES TEAM I (JEST I)",National Aeronautics and Space Administration,,2025-02-20,evidence,termination_language
80JSC024F0024,Contract,"STRAUGHAN ENVIRONMENTAL, INC.",0.0,,Termination-language transaction P00015 on 2025-02-20,https://www.usaspending.gov/award/CONT_AWD_80JSC024F0024_8000_80JSC018A0012_8000/,"CANCELLATION OF PARTIAL STOP WORK NOTICE AS NON-APPLICABLE - CALL 28 (CORE SUPPORT), JSC ENVIRONMENTAL SERVICES TEAM I (JEST I)",National Aeronautics and Space Administration,,2025-02-20,evidence,termination_language
80JSC025FA077,Contract,"STRAUGHAN ENVIRONMENTAL, INC.",0.0,,Termination-language transaction P00001 on 2025-02-18,https://www.usaspending.gov/award/CONT_AWD_80JSC025FA077_8000_80JSC024AA029_8000/,PARTIAL STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO DE-SCOPE - CALL 03 (NON-CORE SUPPORT) - JSC ENVIRONMENTAL SERVICES TEAM II (JEST II),National Aeronautics and Space Administration,,2025-02-18,evidence,termination_language
80MSFC20C0050,Contract,SPATIAL INFORMATICS GROUP LLC,0.0,,Termination-language transaction P00011 on 2025-02-07,https://www.usaspending.gov/award/CONT_AWD_80MSFC20C0050_8000_-NONE-_-NONE-/,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO DE-SCOPE - SERVIR GLOBAL NETWORK CAPABILITY PROGRAM,National Aeronautics and Space Administration,,2025-02-07,evidence,termination_language
NNM16AA08C,Contract,SOUTHWEST RESEARCH INSTITUTE,0.0,,Termination-language transaction 44 on 2025-01-23,https://www.usaspending.gov/award/CONT_AWD_NNM16AA08C_8000_-NONE-_-NONE-/,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO DESCOPE - LUCY IS A PLANNED NASA SPACE PROBE THAT WILL TOUR FIVE JUPITER TROJANS, ASTEROIDS WHICH SHARE JUPITER'S ORBIT AROUND THE SUN, ORBITING EITHER AHEAD OF OR BEHIND THE PLANET AND ONE MAIN BELT ASTEROID. ALL TARGET ENCOUNTERS WILL BE FLY-BY ENCOUNTERS.",National Aeronautics and Space Administration,,2025-01-23,evidence,termination_language
80MSFC24CA008,Contract,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",0.0,,Termination-language transaction P00003 on 2025-01-23,https://www.usaspending.gov/award/CONT_AWD_80MSFC24CA008_8000_-NONE-_-NONE-/,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO DESCOPE - THE GOAL OF NEO SURVEYOR IS TO FIND, TRACK, AND CHARACTERIZE THE ASTEROIDS AND COMETS THAT COULD POTENTIALLY THREATEN THE EARTH.",National Aeronautics and Space Administration,,2025-01-23,evidence,termination_language
80NSSC24PB717,Contract,"COSTAR REALTY INFORMATION, INC.",0.0,,Terminate-for-convenience action P00002 on 2025-04-08,https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB717_8000_-NONE-_-NONE-/,TERMINATION FOR CONNIVENCE AGREEMENT - COSTAR,National Aeronautics and Space Administration,,2025-04-08,evidence,termination_action_code
80NSSC25PA844,Contract,VOLAIRE ENERGY LLC,0.0,,Terminate-for-convenience action P00001 on 2026-02-20,https://www.usaspending.gov/award/CONT_AWD_80NSSC25PA844_8000_-NONE-_-NONE-/,GEER MASS FLOW METER,National Aeronautics and Space Administration,,2026-02-20,evidence,termination_action_code
80GSFC22CA013,Contract,THE AEROSPACE CORPORATION,0.0,,Terminate-for-convenience action P00006 on 2026-02-09,https://www.usaspending.gov/award/CONT_AWD_80GSFC22CA013_8000_-NONE-_-NONE-/,INTERDISCIPLINARY SCIENTIST SUPPORT FOR THE GEOSPACE DYNAMICS CONSTELLATION (GDC) PROGRAM.,National Aeronautics and Space Administration,,2026-02-09,evidence,termination_action_code
80MSFC22CA005,Contract,LOCKHEED MARTIN CORP,0.0,,Terminate-for-convenience action P00032 on 2025-09-30,https://www.usaspending.gov/award/CONT_AWD_80MSFC22CA005_8000_-NONE-_-NONE-/,MARS ASCENT VEHICLE INTEGRATED SYSTEM (MAVIS),National Aeronautics and Space Administration,,2025-09-30,evidence,termination_action_code
80TECH25PA010,Contract,BRUKER SCIENTIFIC LLC,-368683.92,,Terminate-for-convenience action P00001 on 2025-02-26,https://www.usaspending.gov/award/CONT_AWD_80TECH25PA010_8000_-NONE-_-NONE-/,VERTEX 80V SPECTROMETER,National Aeronautics and Space Administration,,2025-02-26,evidence,termination_action_code
80GSFC22CA012,Contract,THE REGENTS OF THE UNIVERSITY OF COLORADO,0.0,,Terminate-for-convenience action P00009 on 2026-02-12,https://www.usaspending.gov/award/CONT_AWD_80GSFC22CA012_8000_-NONE-_-NONE-/,INTERDISCIPLINARY SCIENTIST SUPPORT FOR THE GEOSPACE DYNAMICS CONSTELLATION (GDC) PROGRAM.,National Aeronautics and Space Administration,,2026-02-12,evidence,termination_action_code
