Award ID,source_type,recipient,value,savings,status,source_url,description,agency
80JSC024FA135,Contract,Booz Allen Hamilton INC,935898,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80JSC024FA135&modNumber=P00002&idvAgencyID=&idvPIID=80JSC023AA001&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Strategic professional engineering assessment contract ii (SPEACII),National Aeronautics and Space Administration
80JSC024FA083,Contract,Booz Allen Hamilton INC,3307451,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80JSC024FA083&modNumber=P00002&idvAgencyID=&idvPIID=80JSC023AA001&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. NASA’s deia strategic plan emphasizes the need to implement a deia analytics capability within NASA’s enterprise data platform (EDP) to enable evidence-based awareness, planning, decisions, and assessments of the current and future state of deia at NASA. the way forward for NASA’s deia analytics capability and the application of it",National Aeronautics and Space Administration
80NSSC24PC405,Contract,"Leidos, Inc.",21418,0,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PC405&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Fy24 verint annual maintenance & support coverage standard plan,National Aeronautics and Space Administration
80HQTR24FA019,Contract,Guidehouse Inc.,1972900,639900,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24FA019&modNumber=P00009&idvAgencyID=&idvPIID=80HQTR24AA002&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. The contractor to provide services related to an integrated approach to conducting annual assessments of NASA’s management controls, internal control over financial reporting, fraud risk management framework and payment integrity.",National Aeronautics and Space Administration
80HQTR25FA019,Contract,Deloitte Consulting LLP,130792,0,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR25FA019&modNumber=0&idvAgencyID=&idvPIID=80HQTR22AA005&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. The technical work performed directly enables NASA to submit the annual president's budget request & congressional justification, required by the following laws: budget & accounting act (p.l. 67-13), budget impoundment & control act (p.l. 93-344). the task ends 8/11/2025 because the work will be complete.",National Aeronautics and Space Administration
80HQTR25FA007,Contract,Science Applications International Corporation,865077,0,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR25FA007&modNumber=P00003&idvAgencyID=&idvPIID=80HQTR24AA005&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. Review, validate, and advise on draft plan, messaging and branding of the plan, plan implementation analysis and recommendations, rollout & metrics",National Aeronautics and Space Administration
80HQTR23FA018,Contract,Deloitte Consulting LLP,659226,0,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR23FA018&modNumber=P00002&idvAgencyID=&idvPIID=80HQTR22AA005&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Conducting evidence and evaluation activities for the space technology mission directorate in order to meet the requirements of the evidence act (p.l. 115-435).,National Aeronautics and Space Administration
80NSSC24PC367,Contract,Harbec INC,105768,0,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PC367&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. 104 end caps, 104 end cap sleeves",National Aeronautics and Space Administration
80NSSC25FA145,Contract,"B/W Color Prints, LLC",10771,0,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC25FA145&modNumber=P00001&idvAgencyID=&idvPIID=GS07F216BA&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Printing services for inspire/strategic communications,National Aeronautics and Space Administration
80GRC021F0111,Contract,"Hx5,, LLC",148680,148680,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80GRC021F0111&modNumber=P00004&idvAgencyID=&idvPIID=80GRC020D0003&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Advanced seal development 4,National Aeronautics and Space Administration
80GRC020F0111,Contract,"Hx5,, LLC",1513111,1513111,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80GRC020F0111&modNumber=P00024&idvAgencyID=&idvPIID=80GRC020D0003&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Superconducting motor components & test devices.,National Aeronautics and Space Administration
80GRC020F0115,Contract,"Hx5,, LLC",1771458,1771458,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80GRC020F0115&modNumber=P00030&idvAgencyID=&idvPIID=80GRC020D0003&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Electric drive test support and technical communication.,National Aeronautics and Space Administration
80GRC020F0118,Contract,"Hx5,, LLC",1877126,1877126,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80GRC020F0118&modNumber=P00016&idvAgencyID=&idvPIID=80GRC020D0003&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. Lpr fan test hardware support. test lpr (low pressure ratio) turbofan design take-off, landing, climb, and cruise conditions.",National Aeronautics and Space Administration
80GRC022F0189,Contract,"Hx5,, LLC",806334,806334,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80GRC022F0189&modNumber=P00016&idvAgencyID=&idvPIID=80GRC020D0003&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Prototype manufacturing of a motor for dusty & extremely cold environments (MDECE).,National Aeronautics and Space Administration
80NSSC23FA267,Contract,"Rei Systems, Inc.",2044759,5437168,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC23FA267&modNumber=P00005&idvAgencyID=&idvPIID=80NSSC23AA003&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. This task provides unique, direct portfolio planning, operations and execution support to the early stage innovations and partnerships portfolio which provides support to NASA’s early stage technology development and tech commercialization programs that are pioneering aerospace research and transformative technology ventures to enable NASA’s mission and invigorate our economic future. task provides operations management support; strategic planning and execution support for stmd-wide processes run by esip to identify and competitively select industry technology development partnerships; organization design and change management as stmd re-organizes; and engagement support to improve the ""front door"" to stmd for external innovators.",National Aeronautics and Space Administration
80GSFC23CA041,Contract,Autonomic Integra LLC,8389628,21134122,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80GSFC23CA041&modNumber=P00019&idvAgencyID=&idvPIID=&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. The purpose of this contract is to acquire scientific support and related services for the giss facility in new york city, ny.",National Aeronautics and Space Administration
80KSC019F0128,Contract,"Hydrogeologic, Inc.",154681,154681,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80KSC019F0128&modNumber=P00009&idvAgencyID=&idvPIID=80KSC019D0012&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Support meetings with florida department of environmental protection to review project progress and reach consensus on the path forward.,National Aeronautics and Space Administration
80KSC020F0077,Contract,"Noreas, Inc.",2643830,2643830,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80KSC020F0077&modNumber=P00007&idvAgencyID=&idvPIID=GS00F373GA&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Environmental consulting services,National Aeronautics and Space Administration
80NSSC24PB679,Contract,"Gartner, Inc.",194382,194382,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PB679&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. NASA human capital gartner learning & development services,National Aeronautics and Space Administration
80HQTR24F0073,Contract,Barrios Technology LTD,74497,74497,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24F0073&modNumber=P00001&idvAgencyID=&idvPIID=80MSFC21D0009&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Provide primary integration and administrative support to the esdmd moon to mars (M2M) program planning & control (PP&C) office,National Aeronautics and Space Administration
80NSSC23PA010,Contract,Business Class Aviation Inc.,38680,96700,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC23PA010&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Dc-8 and sofia aircraft storage and parts removal,National Aeronautics and Space Administration
80NSSC24PA753,Contract,Keysight Technologies INC,33663,33663,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PA753&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. This order is for genesys and support maintenance.,National Aeronautics and Space Administration
80NSSC24PA710,Contract,"Emp Consultants, LLC",45960,45960,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PA710&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. This order is for novice software and support maintenance.,National Aeronautics and Space Administration
80NSSC24PA923,Contract,Keysight Technologies INC,10153,10153,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PA923&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. This order is for ads software and support maintenance.,National Aeronautics and Space Administration
80HQTR21F0124,Contract,"Overlook Systems Technologies, Inc.",3449904,4390932,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR21F0124&modNumber=P00022&idvAgencyID=&idvPIID=GS10F0100T&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. Provide contractor subject matter expertise in the  areas of u.s. and international space policy as well as pnt policy, technology, engineering, and  related applications",National Aeronautics and Space Administration
80NSSC24FA260,Contract,"Immixtechnology, Inc.",38454,38454,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24FA260&modNumber=0&idvAgencyID=&idvPIID=NNG15SC39B&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. This order is for digimat software and support maintenance.,National Aeronautics and Space Administration
80HQTR24F0071,Contract,Barrios Technology LTD,82838,82838,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24F0071&modNumber=P00001&idvAgencyID=&idvPIID=80MSFC21D0009&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. The project aims to enhance administrative operations and optimize efficiency within odeo by leveraging the expertise of an administrative operations specialist.,National Aeronautics and Space Administration
80HQTR24F0074,Contract,Barrios Technology LTD,82838,82838,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24F0074&modNumber=P00001&idvAgencyID=&idvPIID=80MSFC21D0009&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Will be responsible for overseeing and managing the successful execution of special projects,National Aeronautics and Space Administration
80HQTR24F0070,Contract,Barrios Technology LTD,122313,122313,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24F0070&modNumber=P00001&idvAgencyID=&idvPIID=80MSFC21D0009&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",National Aeronautics and Space Administration
80HQTR24F0064,Contract,Barrios Technology LTD,129377,129377,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24F0064&modNumber=P00003&idvAgencyID=&idvPIID=80MSFC21D0009&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Coordinate and support the utilization of msds risk management plan and agency procedural documents and provide analysis and recommendation support to assist with msd risk management.,National Aeronautics and Space Administration
80HQTR24F0046,Contract,Barrios Technology LTD,261854,261854,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24F0046&modNumber=P00002&idvAgencyID=&idvPIID=80MSFC21D0009&contractType=AWARD,"DOGE Cancellation Date: 3/20/2025. Strategic planning, analysis, and programmatic support for.planetary sciences division.hq science mission directorate",National Aeronautics and Space Administration
80NSSC24PC049,Contract,Society of Women Engineers,33100,33100,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PC049&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 3/20/2025. Recruiting: society of women engineers (SWE) corporate partnership council and participation in associated recruiting events,National Aeronautics and Space Administration
,Contract,Immixtechnology INC,38454,38454,NOT FOUND IN FPDS,,DOGE Cancellation Date: 3/20/2025. This order is for digitmat software and support maintenance.,National Aeronautics and Space Administration
80NSSC24PA723,Contract,"Politico, LLC",202600,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PA723&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 3/19/2025. Renewal for politico pro service for olia,National Aeronautics and Space Administration
80ARC023CA004,Contract,The Trustees of Columbia University,2000000,0,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80ARC023CA004&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 3/10/2025. Contract for research and development work to extended longevity of 3d tissues and microph,National Aeronautics and Space Administration
80GSFC23CA001,Contract,The Trustees of Columbia University,29953052,19404348,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80GSFC23CA001&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 3/10/2025. Sedac facilitates the analysis and portrayal of the human dimensions of global change need,National Aeronautics and Space Administration
80NSSC24PC394,Contract,Partnership for Public Service Inc.,28750,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PC394&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 2/28/2025. Partnership for public service. membership in the federal human capital collaborative,National Aeronautics and Space Administration
80NSSC23FB052,Contract,"Bryce Solutions, LLC",7540440,5013199,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC23FB052&modNumber=P00016&idvAgencyID=&idvPIID=80NSSC23DA002&contractType=AWARD,DOGE Cancellation Date: 2/18/2025. Provides leadership and executive level one-on-one coaching services to the NASA enterprise-wide human capital support services (NEHCSS) contract.,National Aeronautics and Space Administration
80HQTR24F0012,Contract,"Icf Incorporated, L.L.C.",3368642,1439421,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24F0012&modNumber=P00003&idvAgencyID=&idvPIID=80HQTR21D0004&contractType=AWARD,"DOGE Cancellation Date: 2/18/2025. Provides technical support the co-chairs and bureau of wgiii, cross-working group coordination. this is a NASA hq requirement.",National Aeronautics and Space Administration
80NSSC24FA447,Contract,Strategy Consulting Team LLC,395471,248077,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24FA447&modNumber=P00001&idvAgencyID=&idvPIID=80NSSC23DA003&contractType=AWARD,DOGE Cancellation Date: 2/18/2025. Provides NASA supervisory intensive leadership program (SILP) support on the NASA enterprise-wide human capital support services (NEHCSS) contract in accordance with contract terms and conditions for the NASA office of the chief human capital officer (OCHCO).,National Aeronautics and Space Administration
80NSSC25FA034,Contract,"Techpride, Inc.",249900,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC25FA034&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA19D006N&contractType=AWARD,DOGE Cancellation Date: 2/18/2025. Scan program,National Aeronautics and Space Administration
80KSC024F0043,Contract,the Performance Knowledge Group LLC,219539,0,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80KSC024F0043&modNumber=P00003&idvAgencyID=&idvPIID=80KSC021A0007&contractType=AWARD,"DOGE Cancellation Date: 2/18/2025. Non-personal services contract to provide strategic management support, professional/team coaching, advanced planning, integration, and implementation to NASA kennedy space center (KSC), launch service program.",National Aeronautics and Space Administration
80NSSC23FA279,Contract,Creative Solutions International,144948,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC23FA279&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0331M&contractType=AWARD,DOGE Cancellation Date: 2/18/2025. Consulting and meeting facilitation in support of ocio transformation initiatives,National Aeronautics and Space Administration
80HQTR24FA038,Contract,"Crown Consulting, Inc.",136647,0,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24FA038&modNumber=P00002&idvAgencyID=&idvPIID=80HQTR24AA006&contractType=AWARD,DOGE Cancellation Date: 2/18/2025. Technical support for armd's office of the associate administrator,National Aeronautics and Space Administration
80KSC024F0044,Contract,the Performance Knowledge Group LLC,123550,0,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80KSC024F0044&modNumber=P00001&idvAgencyID=&idvPIID=80KSC021A0007&contractType=AWARD,"DOGE Cancellation Date: 2/18/2025. Non-personal services contract to provide strategic management support, professional/team coaching, advanced planning, integration, and implementation to NASA kennedy space center (KSC), exploration ground system (EGS)",National Aeronautics and Space Administration
80NSSC24PC269,Contract,KPMG LLP,120000,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PC269&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"DOGE Cancellation Date: 2/18/2025. Training immersion to provide direct experience and exposure for NASA leaders to for-profit industry organizations in support of the agency’s public private talent program pilot program and in association with the leadership development program, NASA aspire, learning objectives.  more specifically understanding how the business drives efficiency in decision making, leads technology innovation / artificial intelligence / data ecosystems, and their investment strategy.",National Aeronautics and Space Administration
80NSSC22PB703,Contract,Ho-Chunk Shared Services Company,109954,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC22PB703&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 2/18/2025. Strategic analysis and support services,National Aeronautics and Space Administration
80KSC024F0045,Contract,the Performance Knowledge Group LLC,61656,0,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80KSC024F0045&modNumber=P00001&idvAgencyID=&idvPIID=80KSC021A0007&contractType=AWARD,"DOGE Cancellation Date: 2/18/2025. Non-personal services contract to provide strategic management support, professional/team coaching, advanced planning, integration, and implementation to NASA kennedy space center (KSC).",National Aeronautics and Space Administration
80NSSC24PC331,Contract,"Eli Group, LLC",27500,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PC331&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 2/18/2025. The exclusive leadership lab for women provides senior-level women with a development program designed to enhance leadership influence and behavior change to help them succeed within your organization.,National Aeronautics and Space Administration
80NSSC24PA590,Contract,"Eli Group, LLC",27500,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PA590&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 2/18/2025. Eli group leadership lab for women,National Aeronautics and Space Administration
80NSSC24PA609,Contract,Politico,10600,0,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PA609&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,DOGE Cancellation Date: 2/13/2025. Politico pro agreement for ocfo,National Aeronautics and Space Administration
