_index,_type,_id,_score,sort,_source.proposal_title,_source.pgrp_center,_source.institution_name,_source.purchase_request_number,_source.grant_number,_source.pr_task,_source.technical_representative,_source.principal_investigator,_source.award_date,_source.pop_end_date,_source.pop_start_date,_source.program_title,_source.case_state
nasa-public,grants,80NSSC18K0893_CANCELLED,,[-9223372036854775808],OCEAN PROCESSES CONTROLLING CARBON FLUXES DURING ENSO CONSTRAINED BY OCO-2 AND OXYGEN MEASUREMENTS,HQ,Princeton University,,80NSSC18K0893 CANCELLED,Funding | Funding - Incremental,KENNETH JUCKS,Laure Resplandy,,2021-05-31,2018-06-01,SCIENCE TEAM FOR THE OCO MISSIONS,Cancelled
nasa-public,grants,80NSSC18K0713_CANCELLED,,[-9223372036854775808],INVESTIGATION OF EFFECTS OF OCEAN SURFACE WAVES AND CURRENT ON WIND IN TROPICAL CYCLONES USING CYGNSS DATA AND A COUPLED ATMOSPHERE-WAVE-OCEAN MODEL,HQ,University of Washington,,80NSSC18K0713 CANCELLED,Funding | Funding - Incremental,TSENGDAR J LEE,Shuyi Chen,,2021-05-31,2018-06-01,CYGNSS COMPETED SCIENCE TEAM,Cancelled
nasa-public,grants,80NSSC18K0893_Cancelled,,[-9223372036854775808],OCEAN PROCESSES CONTROLLING CARBON FLUXES DURING ENSO CONSTRAINED BY OCO-2 AND OXYGEN MEASUREMENTS,HQ,Princeton University,,80NSSC18K0893 Cancelled,Funding | Funding - Incremental,KENNETH JUCKS,Laure Resplandy,,2021-05-31,2018-06-01,SCIENCE TEAM FOR THE OCO MISSIONS,Cancelled
nasa-public,grants,80NSSC19M0185_P00003,,[-9223372036854775808],The Venusian Plasma Environment as an Analog for Exo-Venus Conditions: Ultra-Low Frequency Waves from the Solar Wind to the Ionosphere,GSFC,Pennsylvania State University,,80NSSC19M0185 P00003,Package Prep,Carrie Anderson,JAMES KASTING,,2021-05-31,2019-07-01,Single Source,Cancelled
nasa-public,grants,80NSSC17K0036_CANCELLED,,[-9223372036854775808],"CHARACTERIZATION OF BIOFILM FORMATION, GROWTH, AND GENE EXPRESSION ON DIFFERENT MATERIALS AND ENVIRONMENTAL CONDITIONS IN MICROGRAVITY",MSFC,,,80NSSC17K0036 CANCELLED,Funding | Funding - Extension and Additional Time,Jan Rogers,LUIS ZEA,,2021-06-02,2017-01-03,RESEARCH OPPORTUNITIES IN MATERIALS SCIENCE - MATERIALSLAB OPEN SCIENCE CAMPAIGNS FOR EXPERIMENTS ON THE INTERNATIONAL SPACE STATION,Cancelled
nasa-public,grants,80NSSC19K1110,,[-9223372036854775808],Computational and Experimental Analysis of SPICE Data Sets,GRC,Yale University,4200700580,80NSSC19K1110,CS Approve,Daniel Dietrich,Mitchell Smooke,,2021-06-04,2019-06-05,Use of the NASA Physical Sciences Informatics System,Cancelled
nasa-public,grants,80NSSC19M0167_P00002,,[-9223372036854775808],NASA EPSCoR Rapid Response Research: Graph-based Network Analysis of Microgravity Regulated Gene Expression in Arabidopsis Thaliana,KSC,UNIVERSITY OF PUERTO RICO,,80NSSC19M0167 P00002,Administrative |,JEPPIE COMPTON,GERARDO MORELL,,2021-06-05,2019-06-06,2018 Established Program to Stimulate Competitive Research (EPSCoR) Rapid Response Research,Cancelled
nasa-public,grants,80NSSC19K0487_CANCELLED,,[-9223372036854775808],Assessment of Otolith Function and Asymmetry as a Corollary to Critical Sensorimotor Performance in Missions of Various Durations,JSC,,,80NSSC19K0487 CANCELLED,|,LUCY BARNES-MOTEN,Mark Shelhamer,,2021-06-06,2019-02-07,"Appendix C: Topics in Biological, Physiological, and Behavioral Adaptations to Spaceflight: One Year Mission Project and Other Opportunities",Cancelled
nasa-public,grants,NNX16AL37A_S02,,[-9223372036854775808],HELIOPHYSICS EDUCATION CONSORTIUM: THROUGH THE EYES OF NASA TO THE HEARTS AND MINDS OF THE NATION,GSFC,Indigenous Education Institute,,NNX16AL37A S02,Funding |,CHRISTOPHER YOUNG,NANCY MARYBOY,,2021-06-09,2016-06-10,NASA SCIENCE MISSION DIRECTORATE SCIENCE EDUCATION COOPERATIVE AGREEMENT NOTICE (CAN),Cancelled
nasa-public,grants,80NSSC18K1139_P00003,,[-9223372036854775808],"CENTER FOR THE ORIGIN OF LIFE - TRANSLATION, EVOLUTION AND MUTUALISM",HQ,Georgia Tech Research Corporation,4200744256,80NSSC18K1139 P00003,Funding |,MARY VOYTEK,Loren Williams,,2021-06-14,2018-06-15,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES,Cancelled
nasa-public,grants,NNX15AN35G_CANCELLED,,[-9223372036854775808],ROCKY PLANET HABITABILITY:  INSIGHTS FROM SOLAR SYSTEM CLIMATE DYNAMICS THROUGH TIME,GSFC,,4200776358,NNX15AN35G CANCELLED,Funding | Funding - Incremental,ANTHONY DEL GENIO,RORY  BARNES,,2021-06-18,2015-06-19,NASA ASTROBIOLOGY INSTITUTE  CYCLE 7,Cancelled
nasa-public,grants,80NSSC18K1123,,[-9223372036854775808],Plasma heating across the bow shock: How particle distribution functions revolutionize the current understanding,HQ,"University of Maryland, College Park",4200668566,80NSSC18K1123,Distribution,ARIK POSNER,Li-Jen Chen,,2021-06-25,2018-06-26,Heliophysics Supporting Research,Cancelled
nasa-public,grants,80NSSC17K0103_P00006,,[-9223372036854775808],CHLOROPHYLL FLUORESCENCE AND SOIL MOISTURE OBSERVATIONS TO CHARACTERIZE TERRESTRIAL VEGETATION PHOTOSYNTHESIS AND BIOSPHERE CARBON UPTAKE IN NORTH AMERICA,HQ,UNIVERSITY OF NEW MEXICO,,80NSSC17K0103 P00006,Administrative | Administrative - 1st No Cost Extension,Hank Margolis,MARCY LITVAK,,2021-06-27,2017-06-28,INTERDISCIPLINARY SCIENCE,Cancelled
nasa-public,grants,80NSSC19K0575_CANCELLED,,[-9223372036854775808],DUST EXTINCTION TOWARD TYPE IA SUPERNOVAE,HQ,UNIVERSITY OF MISSOURI - COLUMBIA,4200751891,80NSSC19K0575 CANCELLED,Funding | Funding - Incremental,DOUGLAS HUDGINS,AIGEN LI,,2021-06-30,2019-07-01,ASTROPHYSICS DATA ANALYSIS,Cancelled
nasa-public,grants,80NSSC18K0103_CANCELLED,,[-9223372036854775808],ADVANCED TECHNOLOGY LAND IMAGING SPECTRORADIOMETER (ATLIS),GSFC,,,80NSSC18K0103 CANCELLED,Administrative | Administrative - Other,SACHIDANANDA BABU,JEFFREY PUSCHELL,,2021-06-30,2017-10-19,SUSTAINABLE LAND IMAGING-TECHNOLOGY,Cancelled
nasa-public,grants,NNX16AH18G_S006,,[-9223372036854775808],THE XMM-NEWTON - KEPLER FLARE SURVEY,GSFC,SMITHSONIAN ASTROPHYSICAL OBSERVATORY,,NNX16AH18G S006,Administrative | Administrative - 1st No Cost Extension,STEVEN SNOWDEN,Jeremy Drake,,2021-06-30,2016-03-22,XMM-NEWTON AO-14,Cancelled
nasa-public,grants,80NSSC22K0957,,[-9223372036854775808],Detailed Mapping of Extreme Mass-Loss with coordinated XMM-NuSTAR observations,GSFC,University of California at Berkeley,,80NSSC22K0957,Base Award,KIMBERLY WEAVER,Raffaella Margutti,,2021-06-30,,Competed,Cancelled
nasa-public,grants,80NSSC17K0219_S01,,[-9223372036854775808],ENHANCEMENTS TO RRTMGP RADIATION CODE IN SUPPORT OF GMAO AND GEOS-5 SCIENTIFIC PRIORITIES,HQ,"ATMOSPHERIC & ENVIRONMENTAL RESEARCH, IN",,80NSSC17K0219 S01,Administrative |,DAVID CONSIDINE,ELI MLAWER,,2021-07-12,2017-07-13,"MODELING, ANALYSIS, AND PREDICTION",Cancelled
nasa-public,grants,80NSSC17K0219_CANCELLED,,[-9223372036854775808],ENHANCEMENTS TO RRTMGP RADIATION CODE IN SUPPORT OF GMAO AND GEOS-5 SCIENTIFIC PRIORITIES,HQ,"ATMOSPHERIC & ENVIRONMENTAL RESEARCH, IN",,80NSSC17K0219 CANCELLED,|,DAVID CONSIDINE,ELI MLAWER,,2021-07-12,2017-07-13,"MODELING, ANALYSIS, AND PREDICTION",Cancelled
nasa-public,grants,NNX15AP13A_CANCELLED,,[-9223372036854775808],ARADS: ATACAMA ROVER ASTROBIOLOGY DRILLING STUDIES,ARC,SETI INSTITUTE,,NNX15AP13A CANCELLED,Administrative | Administrative - 1st No Cost Extension,SANDRA OWEN,Kathryn Bywaters,,2021-07-14,2015-07-01,PLANETARY SCIENCE AND TECHNOLOGY THROUGH ANALOG RESEARCH,Cancelled
nasa-public,grants,80NSSC19K0082_P00002,,[-9223372036854775808],PHYSICS-BASED UNDERSTANDING AND DATA-CONSTRAINED SIMULATIONS OF CME INITIATION AND PROPAGATION,HQ,,,80NSSC19K0082 P00002,Funding | Funding - De-Obligation P.I. Transfer,Simon Plunkett,ANTONIA SAVCHEVA,,2021-07-20,2022-10-24,HELIOPHYSICS LIVING WITH A STAR SCIENCE,Cancelled
nasa-public,grants,80NSSC18K1283_P00004,,[-9223372036854775808],Observationally constrained flare reconnection properties: What can flare ribbons and magnetic field topology tell us?,HQ,SMITHSONIAN ASTROPHYSICAL OBSERVATORY,,80NSSC18K1283 P00004,Funding | Funding - De-Obligation P.I. Transfer,Jesse Woodroffe,ANTONIA SAVCHEVA,,2021-07-20,2018-06-26,Heliophysics Supporting Research,Cancelled
nasa-public,grants,80NSSC19K1379_P00001,,[-9223372036854775808],"Day-Night Monitoring of Volcanic SO2 and Ash for Aviation Avoidance at Northern Polar Latitudes: Enhancing Direct Readout capabilities from EOS, SNPP and NOAA20",HQ,Smithsonian Institution,,80NSSC19K1379 P00001,Administrative |,David Green,BENJAMIN ANDREWS,,2021-07-24,2019-07-25,Earth Science Applications: Disaster Risk Reduction and Response,Cancelled
nasa-public,grants,NNX17AD10G_S005,,[-9223372036854775808],ADAPTIVE FSI OF FLEXIBLE PARACHUTES UNDER STRONG DYNAMIC LOADING USING STRONGLY COUPLED SHELL MECHANICS AND LARGE-EDDY SIMULATION WITH ANALYTICAL CURVILINEAR HYBRID MESHING,HQ,UNIVERSITY OF ILLINOIS - URBANA CHAMPAIGN,,NNX17AD10G S005,Distribution,Hung Nguyen,CARLOS PANTANO-RUBINO,,2021-07-24,2017-01-16,EARLY STAGE INNOVATIONS (ESI),Cancelled
nasa-public,grants,80NSSC20K1496_Cancelled,,[-9223372036854775808],UNDERSTANDING EXTREME ULX VARIABILITY: NGC 925 ULX-3,GSFC,,,80NSSC20K1496 Cancelled,|,Stephen Cenko,Hannah Earnshaw,,2021-07-27,2020-07-28,Neil Gehrels Swift Observatory Guest Investigator - Cycle 16,Cancelled
nasa-public,grants,80NSSC18K1486_P00001,,[-9223372036854775808],SLUSH: Thermo-Mechanical Deep Drilling System for Ocean Worlds and Mars,HQ,"Honeybee Robotics, Ltd.",,80NSSC18K1486 P00001,Package Processing,James Gaier,KRIS ZACNY,,2021-07-29,2018-07-30,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES ? 2017,Cancelled
nasa-public,grants,80NSSC19K0009,,[-9223372036854775808],SLUSH: Thermo-Mechanical Deep Drilling System for Ocean Worlds and Mars,HQ,"Honeybee Robotics, Ltd.",4200672569,80NSSC19K0009,Package Prep,STEPHEN RINEHART,KRIS ZACNY,,2021-07-29,2018-07-30,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES ? 2017,Cancelled
nasa-public,grants,80NSSC18K1486,,[-9223372036854775808],SLUSH: Thermo-Mechanical Deep Drilling System for Ocean Worlds and Mars,HQ,"Honeybee Robotics, Ltd.",4200672569,80NSSC18K1486,Resolve/FPDS-NG,James Gaier,KRIS ZACNY,,2021-07-29,2018-07-30,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES ? 2017,Cancelled
nasa-public,grants,NNX14AO79G_CANCELLED,,[-9223372036854775808],TANDEM DEACON EXPERIMENT (TBEx): TOWARD IDENTIFYING HOW SEEDING AFFECTS THE DAY TO DAY VARIABILITY OF EQUATORIAL SCINTILLATIONS,HQ,,,NNX14AO79G CANCELLED,|,John Moses,ROLAND  TSUNODA,,2021-07-30,2014-07-31,HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE,Cancelled
nasa-public,grants,80NSSC18K0982_CANCELLED,,[-9223372036854775808],MULTIVARIATE HYDROLOGIC DATA ASSIMILATION FOR MODEL STRUCTURAL LEARNING AND PROCESS-DIAGNOSTICS,HQ,,,80NSSC18K0982 CANCELLED,Funding | Funding - Augmentation,Jared Entin,Grey Nearing,,2021-07-31,2018-08-01,TERRESTRIAL HYDROLOGY,Cancelled
nasa-public,grants,80NSSC17K0142_P00002,,[-9223372036854775808],"INTELLIGENT DATA UNDERSTANDING FOR ARCHITECTURE ANALYSIS OF ENTRY, DESCENT, AND LANDING",HQ,Cornell University,,80NSSC17K0142 P00002,Distribution,Kurt Sacksteder,DANIEL SELVA,,2021-07-31,2017-08-01,NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017,Cancelled
nasa-public,grants,80NSSC18K1446_CANCELLED,,[-9223372036854775808],THE STEREO IMPACT (IN-SITU MEASUREMENTS OF PARTICLES AND CME TRANSIENTS) INVESTIGATION: OBSERVING AND INTERPRETING A CHANGING HELIOSPHERE,GSFC,UNIVERSITY OF CALIFORNIA - BERKLEY,,80NSSC18K1446 CANCELLED,Funding | Funding - Incremental,Therese Kucera,JANET LUHMANN,,2021-07-31,2018-08-01,UNSOLICITED,Cancelled
nasa-public,grants,NNX15AQ03A_Cancelled,,[-9223372036854775808],HAMPTON UNIVERSITY CENTER FOR ATMOSPHERIC RESEARCH AND EDUCATION,AFRC,,,NNX15AQ03A Cancelled,Administrative | Administrative - T.O. Change,Carmen Cruz,WILLIAM MOORE,,2021-07-31,2015-08-01,MUREP INSTITUTIONAL RESEARCH OPPORTUNITY (MIRO),Cancelled
nasa-public,grants,80NSSC17K0352_CANCELLED,,[-9223372036854775808],"IMPROVED UNDERSTANDING OF THE COUPLED DYNAMICS OF TERRESTRIAL WATER,ECOSYSTEMS, AND CLIMATE OVER THE CONTIGUOUS UNITED STATES USINGNU-WRF/NOAH-MP",HQ,UNIVERSITY OF ARIZONA,,80NSSC17K0352 CANCELLED,Funding | Funding - Augmentation,DAVID CONSIDINE,GUO-YUE NIU,,2021-08-02,2017-08-03,"MODELING, ANALYSIS, AND PREDICTION",Cancelled
nasa-public,grants,80NSSC17K0421_CANCELLED,,[-9223372036854775808],IMPLEMENTING A PHYSICALLY MOTIVATED SOURCE OF SEA SALT FOR AEROSOL AND CLOUDS APPLICATIONS IN GEOS-5 THROUGH IMPROVED WIND-WAVE COUPLING,GSFC,UNIVERSITY OF WASHINGTON,,80NSSC17K0421 CANCELLED,Funding | Funding - Incremental,Anton Darmenov,Anton Darmenov,,2021-08-08,2017-08-09,"MODELING, ANALYSIS, AND PREDICTION",Cancelled
nasa-public,grants,80NSSC17K0499_S001,,[-9223372036854775808],"THE DISTRIBUTION, PROPERTIES, AND IMPLICATIONS OF ANCIENT BEDFORMS ON MARS",HQ,University of Arizona,,80NSSC17K0499 S001,Administrative |,Mitchell Schulte,MATTHEW CHOJNACKI,,2021-08-14,2017-08-15,MARS DATA ANALYSIS PROGRAM,Cancelled
nasa-public,grants,80NSSC17K0085_CANCELLED,,[-9223372036854775808],A CONCEPTUAL DESIGN AND CONCEPT OF OPERATIONS FOR INTERMITTENT SHORT-RADIUS CENTRIFUGATION FOR ARTIFICIAL GRAVITY,HQ,UNIVERSITY OF COLORADO ? BOULDER,,80NSSC17K0085 CANCELLED,Administrative | Administrative - Other,HUNG NGUYEN,TORIN CLARK,,2021-08-14,2017-08-15,NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017,Cancelled
nasa-public,grants,80NSSC20K0491_CANCELLED,,[-9223372036854775808],Quantifying Arctic Mass Wasting Using ArcticDEM,HQ,,,80NSSC20K0491 CANCELLED,Funding | Funding - De-Obligation P.I. Transfer,Benjamin Phillips,Chunli Dai,,2021-08-15,2020-01-09,Earth Surface and Interior,Cancelled
nasa-public,grants,80NSSC17K0568_CANCELLED,,[-9223372036854775808],"FIRST STEPS - LINKING REMOTELY-DETECTABLE OPTICAL SIGNALS, PHOTIC LAYER PLANKTON PROPERTIES, AND EXPORT FLUX",HQ,Oregon State University,,80NSSC17K0568 CANCELLED,Administrative | Administrative - 1st No Cost Extension,Paula Bontempi,MICHAEL BEHRENFELD,,2021-08-21,2017-08-22,OCEAN BIOLOGY AND BIOGEOCHEMISTRY,Cancelled
nasa-public,grants,NNX16AR30A_CANCELLED,,[-9223372036854775808],AEROKATS AND ROVER EDUCATION NETWORK (AREN),GSFC,University of South Florida,,NNX16AR30A CANCELLED,Funding | Funding - Augmentation,Geoffrey Bland,JONATHAN GAINES,,2021-08-21,2016-08-22,NASA SCIENCE MISSION DIRECTORATE SCIENCE EDUCATION COOPERATIVE AGREEMENT NOTICE (CAN),Cancelled
nasa-public,grants,NNX16AR01A_CANCELLED,,[-9223372036854775808],TESTING NEW METHODS TO ASSESS THE ENVIRONMENTAL AND FLORAL/FAUNAL RESPONSES TO IMPACTS ON EARTH,HQ,,,NNX16AR01A CANCELLED,|,JEPPIE COMPTON,PETER SCHULTZ,,2021-08-31,2016-09-01,2016 EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),Cancelled
nasa-public,grants,80NSSC18M0133_cancelled,,[-9223372036854775808],"Earth System Modeling, Comparative Planetary Climatologies and Remote Sensing",GSFC,,,80NSSC18M0133 cancelled,Funding | Funding - Incremental,BARBARA CARLSON,ROBERT FIELD,,2021-08-31,2018-09-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC20K0988_CANCELLED,,[-9223372036854775808],LOW-COST CUBESAT KIT AND COURSE DEVELOPMENT FOR UNDERGRADUATE RESEARCH PROJECTS IN THE PUBLIC DOMAIN,HQ,University of Hawaii,4200741223,80NSSC20K0988 CANCELLED,Funding | Funding - Incremental,Erica Alston,LUKE P FLYNN,,2021-08-31,2020-05-31,NATIONAL SPACE GRANT COLLEGE AND FELLOWSHIP PROGRAM - ARTEMIS STUDENT CHALLENGE OPPORTUNITIES FY2020 ? FY2021,Cancelled
nasa-public,grants,80NSSC17K0126_S02,,[-9223372036854775808],AGN ACCRETION DISK REVERBERATION MAPPING AND MODEL TESTING WITH IMPROVED SWIFT UVOT REDUCTION TOOLS,HQ,"Spectral Sciences, Inc.",,80NSSC17K0126 S02,Administrative |,DOUGLAS HUDGINS,JONATHAN GELBORD,,2021-08-31,2017-09-01,ASTROPHYSICS DATA ANALYSIS,Cancelled
nasa-public,grants,NNX16AG56G_S006,,[-9223372036854775808],"COMPREHENSIVE ANALYSES OF COMET SIDING SPRING, BEFORE, DURING AND AFTER ITS MARS ENCOUNTER",HQ,UNIVERSITY OF MARYLAND - COLLEGE PARK,,NNX16AG56G S006,Administrative | Administrative - 1st No Cost Extension,Delia Santiago-Materese,TONY FARNHAM,,2021-08-31,2016-09-01,SOLAR SYSTEM WORKINGS,Cancelled
nasa-public,grants,80NSSC19K0917_Cancelled,,[-9223372036854775808],"CO-INVESTIGATOR SUPPORT TO LRO LOLA INVESTIGATION""",GSFC,UNIVERSITY OF HAWAII SYSTEMS,,80NSSC19K0917 Cancelled,Funding | Funding - Augmentation,TIMOTHY MCCLANAHAN,PAUL LUCEY,,2021-08-31,2019-03-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC19K1405,,[-9223372036854775808],DEMYSTIFYING THE INTERPLAY BETWEEN EXPLOSION DYNAMICS AND ELECTROMAGNETIC RADIATION IN GAMMA RAY BURSTS,HQ,OREGON STATE UNIVERSITY,,80NSSC19K1405,CS Approve,Evan Scannapieco,DAVIDE LAZZATI,,2021-08-31,2019-09-01,FUTURE INVESTIGATORS IN NASA EARTH AND SPACE SCIENCE AND TECHNOLOGY (FINESST)-2019 NEW PROPOSALS,Cancelled
nasa-public,grants,80NSSC17M0071_CANCELLED,,[-9223372036854775808],BIOSYNTHESIS OF 3-METHYLHOPANOIDS BY PURPLE NON-SULFUR ANOXYGENIC PHOTOTROPHS,ARC,,,80NSSC17M0071 CANCELLED,Funding | Funding - Augmentation,MARY PARENTEAU,MICHAEL MADIGAN,,2021-08-31,2017-09-01,EXOBIOLOGY,Cancelled
nasa-public,grants,80NSSC18M0092_P00011,,[-9223372036854775808],"JOINT GEOLNFORMATICS LABORATORY (JGIL), PHASE VI COOPERATIVE GEOINFORMATION RESEARCH WITH NASA GSFC EARTH SCIENCES DATA AND INFORMATION SERVICE CENTER (GES DISC",GSFC,GEORGE MASON UNIVERSITY,,80NSSC18M0092 P00011,Funding | Funding - Incremental,David Meyer,DR. LIPING  DI,,2021-08-31,2018-07-17,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC18K1114_P00003,,[-9223372036854775808],THE POWER AND PROMISE OF PRECISION NEAR-INFRARED SPECTROSCOPY IN THE TESS & JWST ERA,HQ,PENNSYLVANIA STATE UNIVERSITY,,80NSSC18K1114 P00003,Funding | Funding - De-Obligation,MARIO PEREZ,SUVRATH MAHADEVAN,,2021-08-31,2018-09-01,NASA EARTH AND SPACE SCIENCE FELLOWSHIP 2018,Cancelled
nasa-public,grants,NNX15AM51A_CANCELLED,,[-9223372036854775808],LEARNING ALGORITHMS FOR PRESERVING SAFE FLIGHT ENVELOPE UNDER ADVERSE AUXRAFT CONDITIONS,HQ,,,NNX15AM51A CANCELLED,Funding | Funding - De-Obligation,JEPPIE R COMPTON,DAVID W RIGGINS,,2021-08-31,2015-09-01,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),Cancelled
nasa-public,grants,80NSSC18K0770_cancelled,,[-9223372036854775808],"Reconciling carbon flux budgets in Alaska and northwest Canada through integrated satellite, airborne, and field measurements",HQ,Woods Hole Research Center Inc.,4200738783,80NSSC18K0770 cancelled,Funding | Funding - Incremental,Allison Leidner,Jennifer Watts,,2021-08-31,2018-09-01,New (Early Career) Investigator Program in Earth Science,Cancelled
nasa-public,grants,80NSSC20K0992_CANCELLED,,[-9223372036854775808],THEME 1: TEACHING THE MOONSHOT: GETTING THERE AND BACK WITH MULTI-BODY DYNAMICS,HQ,"University Of Alabama, Huntsville",,80NSSC20K0992 CANCELLED,Administrative | Administrative - Other,Erica Alston,LAWRENCE THOMAS,,2021-08-31,2020-05-31,NATIONAL SPACE GRANT COLLEGE AND FELLOWSHIP PROGRAM - ARTEMIS STUDENT CHALLENGE OPPORTUNITIES FY2020 ? FY2021,Cancelled
nasa-public,grants,80NSSC18K1354_CANCELLED,,[-9223372036854775808],SIGNIFICANCE OF CALCIFIERS TO THE IRON AND CARBON CYCLES IN THE PATAGONIA SHELF REGION: A MODELING AND SATELLITE-DERIVED ANALYSIS APPROACH,HQ,Oregon State University,,80NSSC18K1354 CANCELLED,Administrative |,Allison Leidner,YVETTE SPITZ,,2021-08-31,2018-09-01,NASA EARTH AND SPACE SCIENCE FELLOWSHIP 2018,Cancelled
nasa-public,grants,80NSSC17K0077_cancelled,,[-9223372036854775808],ENHANCING DOCKING AND MANIPULATION CAPABILITY FOR MICROGRAVITY ROBOTIC FREE FLYERS,HQ,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,80NSSC17K0077 cancelled,Funding | Funding - Incremental,HUNG NGUYEN,REBECCA MASTERSON,,2021-08-31,2017-09-01,NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017,Cancelled
nasa-public,grants,80NSSC19K1632_P00004,,[-9223372036854775808],Ultra-compact device for monitoring bone loss and kidney stone risk,JSC,DARTMOUTH COLLEGE,,80NSSC19K1632 P00004,Funding |,Diana Risin,Jay Buckley,,2021-08-31,2019-09-01,Human Exploration Research Opportunities (HERO),Cancelled
nasa-public,grants,80NSSC21M0015,,[-9223372036854775808],Extension Request for Cooperative Agreement Notice - Planetary Data System Discipline Nodes The Small Bodies Node of NASA's Planetary Data System and the Minor Planet Center,GSFC,"University of Maryland, College Park",4200745855,80NSSC21M0015,Base Award,Rebecca McCauley Rench,James Bauer,,2021-09-14,2020-09-15,COMPETED,Cancelled
nasa-public,grants,80NSSC18K1601_Cancelled,,[-9223372036854775808],Hyperspectral Thermal Imager (HyTI),GSFC,University of Hawaii,4200743093,80NSSC18K1601 Cancelled,Funding | Funding - Incremental,SACHIDANANDA BABU,ROBERT WRIGHT,,2021-09-14,2018-09-15,In-space Validation of Earth Science Technologies,Cancelled
nasa-public,grants,80NSSC20K0963_CANCELLED,,[-9223372036854775808],Towards global characterization of inland water reservoir use from space,HQ,,4200801278,80NSSC20K0963 CANCELLED,Funding | Funding - Incremental,THORSTEN MARKUS,Jonathan Ryan,,2021-09-15,2020-04-20,Studies with ICESat-2,Cancelled
nasa-public,grants,80NSSC21K0083_CANCEL,,[-9223372036854775808],Observationally constrained simulations of the evolution of polar snow using a multi-sensor approach,GSFC,,4200804215,80NSSC21K0083 CANCEL,Funding | Funding - Incremental,Brooke Medley,Jonathan  Ryan,,2021-09-15,2020-10-07,Interdisciplinary Research in Earth Science,Cancelled
nasa-public,grants,80NSSC21K1603_CANCELED,,[-9223372036854775808],"Dry thunderstorms in the western United States: Meteorological conditions, teleconnections, subseasonal-to-seasonal (S2S) predictability, and future projections",HQ,WASHINGTON STATE UNIVERSITY,CANCELED,80NSSC21K1603 CANCELED,Funding | Funding - Incremental,Allison Leidner,Deepti Singh,,2021-09-16,2021-09-01,E.5 Future Investigators in NASA Earth and Space Science and Technology,Cancelled
nasa-public,grants,80NSSC17K0702_CANCELED,,[-9223372036854775808],CONSTRAINING IMPACT EJECTA PRODUCTION AT THE MOON WITH LADEE/LDEX DATA-PRINCETON,HQ,,,80NSSC17K0702 CANCELED,|,Sarah Noble,JAMEY SZALAY,,2021-09-19,2017-09-20,LUNAR DATA ANALYSIS PROGRAM,Cancelled
nasa-public,grants,80NSSC19K0628_Cancelled,,[-9223372036854775808],Physical and Thermodynamic Properties of Mixed Oxides of Nitrogen,MSFC,Purdue University,4200771265,80NSSC19K0628 Cancelled,Funding | Funding - Incremental,John Dankanich,TIMOTHEE POURPOINT,,2021-09-25,2019-03-04,unsolicited,Cancelled
nasa-public,grants,80NSSC18K0107_CANCELLED,,[-9223372036854775808],SUSTAINABLE LAND IMAGING ? TECHNOLOGY: INTEGRATED PHOTONIC IMAGING SPECTROMETER,GSFC,NORTHROP GRUMMAN SYSTEMS CORPORATION,,80NSSC18K0107 CANCELLED,Funding | Funding - Augmentation,SACHIDANANDA BABU,STEPHANIE SANDOR-LEAHY,,2021-09-26,2017-10-18,SUSTAINABLE LAND IMAGING-TECHNOLOGY,Cancelled
nasa-public,grants,80NSSC18K1507_CANCELLED,,[-9223372036854775808],"OVERCOMING KINETICS LIMITATIONS IN MATERIALS AND AT INTERFACES FOR LOW-TEMPERATURE, HIGH-ENERGY BATTERIES",HQ,Georgia Tech Applied Research Corporation,4200741109,80NSSC18K1507 CANCELLED,Funding | Funding - Incremental,HUNG NGUYEN,Matthew McDowell,,2021-09-30,2018-10-01,EARLY CAREER FACULTY (ECF),Cancelled
nasa-public,grants,NNX16AP94G_S008,,[-9223372036854775808],PLANETARY AEOLIAN LABORATORY,HQ,ARIZONA STATE UNIVERSITY,,NNX16AP94G S008,Package Prep,MICHAEL KELLEY,DAVID WILLIAMS,,2021-09-30,2016-08-24,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES ? 2010,Cancelled
